observation_id,scenario,gender,age,race,disability_status,nationality,monthly_income,rental_history,employment_status,credit_check,deposit_offered,chosen
1445,1,Male,45,Black,Physical disability,German,2x the rent,Prior late payments,Part-time,Fair,3 months deposit,0
1446,1,Male,30,White,Mental health history,Canadian,3x the rent,Prior late payments,Part-time,Excellent,3 months deposit,0
1447,1,Female,45,Asian,None stated,Indian,4x the rent,Prior late payments,Full-time,Good,2 months deposit,0
1448,1,Non-binary,45,Asian,None stated,Indian,2x the rent,Positive references,Part-time,Excellent,3 months deposit,1
1449,1,Female,40,Hispanic,Physical disability,German,3x the rent,No prior rental history,Full-time,Good,3 months deposit,1
1450,1,Female,55,Hispanic,Physical disability,American,4x the rent,Positive references,Full-time,Good,3 months deposit,1
1451,1,Non-binary,35,Asian,None stated,Canadian,4x the rent,No prior rental history,Self-employed,Good,3 months deposit,1
1452,1,Female,55,Asian,Mental health history,American,3x the rent,No prior rental history,Full-time,Fair,1 month deposit,0
1453,1,Female,55,Black,Physical disability,Canadian,2x the rent,No prior rental history,Full-time,Excellent,1 month deposit,1
1454,1,Female,55,Black,None stated,Indian,2x the rent,Prior late payments,Part-time,Good,2 months deposit,1
1455,1,Male,50,Asian,Mental health history,American,4x the rent,Positive references,Self-employed,Fair,1 month deposit,1
1456,1,Non-binary,35,Hispanic,None stated,Indian,4x the rent,Prior late payments,Full-time,Excellent,2 months deposit,0
1457,1,Female,50,Asian,Physical disability,Canadian,3x the rent,No prior rental history,Full-time,Good,1 month deposit,1
1458,1,Male,45,Black,None stated,American,3x the rent,Positive references,Part-time,Fair,1 month deposit,1
1459,1,Male,35,Hispanic,Mental health history,Canadian,2x the rent,Positive references,Full-time,Excellent,2 months deposit,1
1460,1,Male,30,Black,Physical disability,Indian,3x the rent,No prior rental history,Part-time,Good,3 months deposit,1
1461,1,Female,55,White,Physical disability,Canadian,4x the rent,Positive references,Part-time,Excellent,3 months deposit,1
1462,1,Female,40,Asian,None stated,Indian,3x the rent,Prior late payments,Part-time,Fair,1 month deposit,0
1463,1,Female,55,Black,Mental health history,German,3x the rent,Prior late payments,Full-time,Excellent,1 month deposit,1
1464,1,Male,50,White,Physical disability,American,2x the rent,Positive references,Full-time,Fair,3 months deposit,1
1465,1,Male,55,Black,Mental health history,Indian,2x the rent,Positive references,Self-employed,Good,1 month deposit,1
1466,1,Female,55,White,None stated,American,2x the rent,Positive references,Part-time,Excellent,2 months deposit,1
1467,1,Non-binary,35,Asian,Mental health history,Canadian,4x the rent,Prior late payments,Full-time,Good,3 months deposit,0
1468,1,Male,30,Hispanic,Mental health history,American,3x the rent,Positive references,Part-time,Excellent,1 month deposit,1
1469,1,Male,45,Hispanic,None stated,Mexican,4x the rent,Positive references,Part-time,Good,2 months deposit,1
1470,1,Non-binary,50,White,Physical disability,Mexican,3x the rent,Prior late payments,Full-time,Good,2 months deposit,0
1471,1,Female,50,Asian,None stated,German,4x the rent,Prior late payments,Full-time,Good,2 months deposit,0
1472,1,Male,35,Asian,Physical disability,German,4x the rent,No prior rental history,Self-employed,Good,3 months deposit,1
1473,1,Female,40,Asian,Physical disability,Canadian,4x the rent,Prior late payments,Full-time,Fair,3 months deposit,0
1474,1,Non-binary,40,White,Mental health history,Canadian,2x the rent,Positive references,Full-time,Fair,2 months deposit,1
1475,1,Male,40,Black,Physical disability,Indian,4x the rent,Positive references,Full-time,Excellent,3 months deposit,1
1476,1,Male,45,Hispanic,Physical disability,Indian,2x the rent,Positive references,Self-employed,Good,1 month deposit,1
1477,1,Female,40,White,Physical disability,Mexican,3x the rent,Positive references,Part-time,Fair,1 month deposit,1
1478,1,Non-binary,40,Black,Mental health history,American,4x the rent,Positive references,Self-employed,Excellent,2 months deposit,1
1479,1,Male,50,Asian,None stated,American,3x the rent,Positive references,Self-employed,Excellent,3 months deposit,1
1480,1,Non-binary,50,Black,None stated,Indian,3x the rent,Prior late payments,Part-time,Fair,1 month deposit,0
1481,1,Male,50,White,Mental health history,German,2x the rent,Positive references,Self-employed,Fair,2 months deposit,1
1482,1,Male,50,White,None stated,German,4x the rent,No prior rental history,Part-time,Excellent,1 month deposit,1
1483,1,Non-binary,40,Hispanic,Physical disability,American,4x the rent,Positive references,Part-time,Excellent,3 months deposit,1
1484,1,Non-binary,40,Black,None stated,Mexican,4x the rent,Prior late payments,Full-time,Fair,1 month deposit,0
1485,1,Female,55,Hispanic,Mental health history,American,4x the rent,Prior late payments,Full-time,Fair,1 month deposit,0
1486,1,Female,45,White,Mental health history,Mexican,3x the rent,Positive references,Part-time,Fair,2 months deposit,1
1487,1,Non-binary,55,Asian,Physical disability,Mexican,4x the rent,No prior rental history,Full-time,Good,2 months deposit,1
1488,1,Non-binary,30,Hispanic,None stated,American,4x the rent,No prior rental history,Self-employed,Excellent,1 month deposit,1
1489,1,Male,40,Hispanic,Mental health history,Indian,3x the rent,Prior late payments,Self-employed,Excellent,2 months deposit,0
1490,1,Male,40,Hispanic,Physical disability,American,4x the rent,No prior rental history,Part-time,Excellent,2 months deposit,0
1491,1,Non-binary,30,Black,Physical disability,Mexican,3x the rent,Positive references,Self-employed,Fair,1 month deposit,1
1492,1,Male,40,Asian,None stated,Indian,3x the rent,Positive references,Part-time,Fair,1 month deposit,1
1493,1,Female,35,Asian,Physical disability,Mexican,3x the rent,Prior late payments,Part-time,Good,1 month deposit,0
1494,1,Non-binary,35,Asian,Physical disability,Canadian,2x the rent,Prior late payments,Part-time,Good,2 months deposit,1
1495,1,Non-binary,45,Hispanic,None stated,German,2x the rent,Positive references,Part-time,Fair,2 months deposit,1
1496,1,Male,35,Hispanic,Physical disability,American,3x the rent,No prior rental history,Self-employed,Good,2 months deposit,1
1497,1,Female,50,White,Mental health history,Indian,3x the rent,No prior rental history,Self-employed,Good,3 months deposit,1
1498,1,Male,55,Black,None stated,Canadian,2x the rent,No prior rental history,Self-employed,Good,3 months deposit,1
1499,1,Male,50,White,Mental health history,Indian,4x the rent,No prior rental history,Full-time,Good,2 months deposit,0
1500,1,Female,50,Hispanic,Physical disability,Canadian,3x the rent,Prior late payments,Self-employed,Fair,2 months deposit,0
1501,1,Male,40,Black,None stated,Canadian,4x the rent,No prior rental history,Part-time,Fair,2 months deposit,1
1502,1,Male,30,Hispanic,Physical disability,Canadian,3x the rent,No prior rental history,Self-employed,Good,2 months deposit,1
1503,1,Male,40,Asian,Physical disability,Indian,4x the rent,Prior late payments,Self-employed,Excellent,1 month deposit,0
1504,1,Non-binary,55,Black,Mental health history,American,2x the rent,Prior late payments,Self-employed,Fair,3 months deposit,1
1505,1,Female,35,Asian,Mental health history,German,2x the rent,Prior late payments,Full-time,Good,3 months deposit,0
1506,1,Female,30,Black,Mental health history,Mexican,2x the rent,No prior rental history,Full-time,Good,3 months deposit,0
1507,1,Non-binary,40,Asian,None stated,Indian,4x the rent,Positive references,Self-employed,Good,3 months deposit,1
1508,1,Male,35,Black,None stated,Canadian,4x the rent,Positive references,Full-time,Fair,3 months deposit,1
1509,1,Male,35,Asian,Physical disability,German,3x the rent,Positive references,Part-time,Good,1 month deposit,1
1510,1,Male,50,Asian,None stated,Mexican,2x the rent,Positive references,Part-time,Excellent,1 month deposit,1
1511,1,Female,30,Black,None stated,Indian,2x the rent,No prior rental history,Full-time,Excellent,3 months deposit,1
1512,1,Male,50,Black,Mental health history,American,2x the rent,No prior rental history,Part-time,Good,2 months deposit,0
1513,1,Female,40,Black,None stated,Mexican,2x the rent,No prior rental history,Self-employed,Good,2 months deposit,1
1514,1,Non-binary,40,Black,Mental health history,Mexican,3x the rent,Positive references,Full-time,Good,2 months deposit,1
1515,1,Non-binary,40,Asian,Mental health history,Canadian,2x the rent,Prior late payments,Self-employed,Good,1 month deposit,1
1516,1,Male,55,Black,Physical disability,Canadian,2x the rent,No prior rental history,Part-time,Fair,1 month deposit,1
1517,1,Female,45,Black,Physical disability,Indian,2x the rent,Positive references,Part-time,Excellent,3 months deposit,1
1518,1,Non-binary,55,Asian,Mental health history,German,2x the rent,Positive references,Part-time,Good,1 month deposit,1
1519,1,Non-binary,55,Black,Physical disability,Mexican,3x the rent,Prior late payments,Full-time,Fair,3 months deposit,0
1520,1,Non-binary,50,Hispanic,Physical disability,American,2x the rent,Prior late payments,Self-employed,Fair,1 month deposit,0
1521,1,Non-binary,50,Asian,Physical disability,Indian,2x the rent,Prior late payments,Full-time,Good,2 months deposit,0
1522,1,Male,55,Hispanic,Physical disability,American,4x the rent,Prior late payments,Full-time,Excellent,2 months deposit,0
1523,1,Non-binary,55,Asian,None stated,Canadian,2x the rent,Positive references,Full-time,Good,2 months deposit,1
1524,1,Female,55,Black,Mental health history,American,3x the rent,No prior rental history,Part-time,Excellent,3 months deposit,1
1525,1,Male,45,Asian,None stated,Mexican,4x the rent,Positive references,Self-employed,Excellent,1 month deposit,1
1526,1,Female,55,Asian,Mental health history,German,3x the rent,No prior rental history,Full-time,Fair,3 months deposit,1
1527,1,Non-binary,35,Hispanic,None stated,Indian,4x the rent,Prior late payments,Part-time,Fair,3 months deposit,0
1528,1,Male,55,Hispanic,Mental health history,German,3x the rent,Prior late payments,Full-time,Good,1 month deposit,0
1529,1,Female,40,White,None stated,Mexican,3x the rent,Prior late payments,Part-time,Good,3 months deposit,0
1530,1,Non-binary,50,Hispanic,Mental health history,German,4x the rent,No prior rental history,Full-time,Good,2 months deposit,0
1531,1,Female,40,White,None stated,Mexican,3x the rent,Positive references,Self-employed,Excellent,2 months deposit,1
1532,1,Male,35,Asian,Physical disability,Indian,4x the rent,Positive references,Full-time,Fair,2 months deposit,1
1533,1,Female,50,Black,Mental health history,German,3x the rent,Positive references,Full-time,Good,2 months deposit,1
1534,1,Male,55,Asian,Physical disability,American,4x the rent,Prior late payments,Full-time,Good,1 month deposit,1
1535,1,Non-binary,35,White,Physical disability,American,3x the rent,Prior late payments,Full-time,Excellent,2 months deposit,0
1536,1,Non-binary,40,Asian,Physical disability,Indian,2x the rent,Prior late payments,Self-employed,Good,3 months deposit,0
1537,1,Non-binary,30,Hispanic,None stated,American,3x the rent,Positive references,Part-time,Excellent,3 months deposit,1
1538,1,Non-binary,55,White,Mental health history,Mexican,4x the rent,Positive references,Full-time,Excellent,2 months deposit,1
1539,1,Male,40,Hispanic,None stated,Canadian,3x the rent,Prior late payments,Full-time,Fair,3 months deposit,0
1540,1,Male,35,Asian,Mental health history,American,4x the rent,Positive references,Part-time,Excellent,1 month deposit,1
1541,1,Female,35,Hispanic,None stated,Mexican,2x the rent,Prior late payments,Full-time,Good,3 months deposit,0
1542,1,Male,45,Asian,Physical disability,Canadian,4x the rent,Positive references,Full-time,Good,1 month deposit,1
1543,1,Non-binary,40,Hispanic,Physical disability,Indian,4x the rent,Prior late payments,Full-time,Good,2 months deposit,1
1544,1,Female,30,Hispanic,None stated,German,2x the rent,No prior rental history,Part-time,Excellent,1 month deposit,1
1545,1,Non-binary,55,Asian,None stated,Mexican,4x the rent,Positive references,Part-time,Excellent,1 month deposit,1
1546,1,Female,30,White,Physical disability,Mexican,4x the rent,Prior late payments,Full-time,Good,1 month deposit,0
1547,1,Non-binary,35,Black,Physical disability,Canadian,4x the rent,Positive references,Part-time,Fair,1 month deposit,1
1548,1,Non-binary,30,Asian,None stated,American,2x the rent,Positive references,Self-employed,Good,1 month deposit,1
1549,1,Male,35,Hispanic,None stated,Canadian,4x the rent,Positive references,Full-time,Good,2 months deposit,1
1550,1,Female,55,Black,Mental health history,Indian,4x the rent,Prior late payments,Full-time,Excellent,1 month deposit,1
1551,1,Non-binary,35,Black,None stated,Canadian,2x the rent,No prior rental history,Full-time,Fair,3 months deposit,0
1552,1,Male,55,White,Physical disability,American,3x the rent,Prior late payments,Part-time,Good,3 months deposit,0
1553,1,Non-binary,50,White,Physical disability,Canadian,3x the rent,No prior rental history,Part-time,Excellent,1 month deposit,1
1554,1,Non-binary,50,Asian,None stated,Canadian,4x the rent,No prior rental history,Part-time,Excellent,2 months deposit,0
1555,1,Male,40,White,None stated,Mexican,3x the rent,Prior late payments,Part-time,Good,1 month deposit,1
1556,1,Male,30,Hispanic,Physical disability,Mexican,3x the rent,Prior late payments,Self-employed,Good,2 months deposit,1
1557,1,Female,35,Black,Mental health history,American,4x the rent,Prior late payments,Part-time,Excellent,1 month deposit,0
1558,1,Female,50,Hispanic,None stated,Indian,4x the rent,Positive references,Self-employed,Fair,2 months deposit,1
1559,1,Female,45,White,None stated,Canadian,4x the rent,Prior late payments,Full-time,Excellent,3 months deposit,1
1560,1,Non-binary,30,Hispanic,Mental health history,Indian,3x the rent,No prior rental history,Self-employed,Good,1 month deposit,1
1561,1,Female,35,White,Mental health history,American,2x the rent,No prior rental history,Full-time,Fair,1 month deposit,1
1562,1,Male,45,Asian,Mental health history,American,2x the rent,Positive references,Part-time,Excellent,3 months deposit,1
1563,1,Non-binary,55,Hispanic,Physical disability,Mexican,3x the rent,No prior rental history,Part-time,Excellent,1 month deposit,1
1564,1,Female,45,Hispanic,Mental health history,Canadian,3x the rent,No prior rental history,Full-time,Good,3 months deposit,1
1565,1,Female,55,Asian,Physical disability,German,4x the rent,No prior rental history,Part-time,Fair,2 months deposit,1
1566,1,Non-binary,30,Asian,Mental health history,Mexican,3x the rent,Prior late payments,Self-employed,Excellent,1 month deposit,0
1567,1,Non-binary,45,Black,Physical disability,Mexican,3x the rent,No prior rental history,Full-time,Excellent,1 month deposit,1
1568,1,Female,45,Black,None stated,Indian,2x the rent,No prior rental history,Full-time,Fair,1 month deposit,1
1569,1,Male,50,Black,Physical disability,Indian,2x the rent,Positive references,Full-time,Excellent,3 months deposit,1
1570,1,Non-binary,35,Black,None stated,Mexican,4x the rent,Positive references,Part-time,Good,2 months deposit,1
1571,1,Female,50,Black,Physical disability,American,3x the rent,Positive references,Full-time,Excellent,3 months deposit,1
1572,1,Female,45,Asian,Mental health history,Canadian,4x the rent,No prior rental history,Part-time,Excellent,1 month deposit,1
1573,1,Female,45,Asian,None stated,American,3x the rent,Prior late payments,Part-time,Good,2 months deposit,0
1574,1,Non-binary,35,Hispanic,None stated,German,3x the rent,No prior rental history,Self-employed,Good,2 months deposit,1
1575,1,Female,55,Black,None stated,American,4x the rent,No prior rental history,Self-employed,Good,2 months deposit,1
1576,1,Non-binary,40,Asian,Mental health history,Indian,2x the rent,Prior late payments,Part-time,Good,2 months deposit,1
1577,1,Non-binary,40,White,Physical disability,Canadian,3x the rent,Prior late payments,Full-time,Fair,3 months deposit,0
1578,1,Non-binary,30,Hispanic,Physical disability,Canadian,2x the rent,No prior rental history,Self-employed,Fair,3 months deposit,1
1579,1,Male,45,Hispanic,None stated,German,2x the rent,No prior rental history,Full-time,Excellent,1 month deposit,1
1580,1,Non-binary,40,Asian,Physical disability,German,4x the rent,Prior late payments,Self-employed,Fair,2 months deposit,1
1581,1,Male,40,Asian,Mental health history,Indian,3x the rent,Positive references,Full-time,Good,2 months deposit,1
1582,1,Female,35,White,Physical disability,Canadian,4x the rent,Prior late payments,Self-employed,Good,3 months deposit,1
1583,1,Female,30,Asian,Mental health history,Canadian,4x the rent,Prior late payments,Self-employed,Excellent,2 months deposit,1
1584,1,Non-binary,30,Asian,Physical disability,Canadian,4x the rent,Positive references,Full-time,Good,1 month deposit,1
1585,1,Female,45,Black,Mental health history,Mexican,4x the rent,No prior rental history,Self-employed,Good,2 months deposit,1
1586,1,Male,30,White,None stated,Mexican,2x the rent,Prior late payments,Part-time,Excellent,3 months deposit,0
1587,1,Female,40,Black,None stated,Mexican,4x the rent,Positive references,Full-time,Good,1 month deposit,1
1588,1,Female,30,White,Mental health history,American,4x the rent,No prior rental history,Self-employed,Fair,2 months deposit,0
1589,1,Female,45,Hispanic,Physical disability,American,3x the rent,Positive references,Part-time,Fair,3 months deposit,1
1590,1,Non-binary,30,Black,Mental health history,Mexican,3x the rent,Prior late payments,Full-time,Excellent,1 month deposit,0
1591,1,Male,50,Asian,Physical disability,American,3x the rent,Prior late payments,Full-time,Excellent,3 months deposit,0
1592,1,Male,30,Asian,None stated,American,3x the rent,No prior rental history,Part-time,Fair,1 month deposit,0
1593,1,Non-binary,35,Black,None stated,Canadian,3x the rent,Positive references,Full-time,Fair,2 months deposit,1
1594,1,Female,50,Asian,None stated,Mexican,2x the rent,Positive references,Full-time,Fair,1 month deposit,1
1595,1,Male,40,White,Physical disability,Mexican,2x the rent,No prior rental history,Part-time,Fair,2 months deposit,0
1596,1,Non-binary,50,White,Physical disability,German,4x the rent,Positive references,Full-time,Good,3 months deposit,1
1597,1,Male,50,Black,Mental health history,American,3x the rent,Prior late payments,Self-employed,Fair,1 month deposit,0
1598,1,Male,55,Black,Physical disability,Indian,4x the rent,No prior rental history,Full-time,Good,1 month deposit,1
1599,1,Female,45,Black,None stated,German,4x the rent,No prior rental history,Self-employed,Good,2 months deposit,1
1600,1,Female,30,Asian,None stated,Canadian,2x the rent,Positive references,Part-time,Fair,1 month deposit,1
1601,1,Non-binary,50,Hispanic,Mental health history,Canadian,4x the rent,Prior late payments,Full-time,Excellent,1 month deposit,1
1602,1,Non-binary,45,Hispanic,None stated,Indian,3x the rent,Positive references,Self-employed,Excellent,2 months deposit,1
1603,1,Female,50,Asian,Physical disability,Indian,4x the rent,Positive references,Part-time,Excellent,2 months deposit,1
1604,1,Non-binary,55,Hispanic,Mental health history,Indian,4x the rent,Positive references,Self-employed,Good,1 month deposit,1
1605,1,Female,40,Asian,Physical disability,German,2x the rent,Positive references,Self-employed,Excellent,2 months deposit,1
1606,1,Male,30,Asian,Mental health history,Indian,3x the rent,Positive references,Self-employed,Fair,1 month deposit,1
1607,1,Non-binary,40,White,Physical disability,American,2x the rent,Prior late payments,Full-time,Good,1 month deposit,0
1608,1,Female,30,Black,None stated,American,3x the rent,Positive references,Full-time,Excellent,2 months deposit,1
1609,1,Non-binary,50,Asian,Mental health history,Canadian,3x the rent,Positive references,Full-time,Good,2 months deposit,1
1610,1,Non-binary,55,White,None stated,German,4x the rent,Prior late payments,Self-employed,Excellent,1 month deposit,0
1611,1,Non-binary,35,Asian,None stated,Indian,3x the rent,Positive references,Full-time,Good,2 months deposit,1
1612,1,Non-binary,50,White,Physical disability,Indian,2x the rent,Positive references,Part-time,Fair,3 months deposit,1
1613,1,Non-binary,55,White,Mental health history,German,2x the rent,No prior rental history,Part-time,Excellent,1 month deposit,1
1614,1,Female,30,Black,Physical disability,American,4x the rent,Positive references,Part-time,Good,1 month deposit,1
1615,1,Male,35,Asian,Physical disability,American,3x the rent,No prior rental history,Self-employed,Excellent,3 months deposit,1
1616,1,Female,45,White,Mental health history,Canadian,4x the rent,No prior rental history,Self-employed,Fair,1 month deposit,0
1617,1,Female,40,Asian,Physical disability,German,2x the rent,Prior late payments,Self-employed,Fair,1 month deposit,0
1618,1,Male,50,Hispanic,Physical disability,Mexican,2x the rent,Prior late payments,Full-time,Fair,3 months deposit,1
1619,1,Non-binary,40,White,Mental health history,Canadian,3x the rent,No prior rental history,Part-time,Fair,3 months deposit,0
1620,1,Non-binary,55,Hispanic,None stated,Indian,2x the rent,Positive references,Part-time,Excellent,3 months deposit,1
1621,1,Female,30,Asian,Mental health history,American,2x the rent,Prior late payments,Full-time,Excellent,3 months deposit,0
1622,1,Female,30,Hispanic,None stated,American,2x the rent,Prior late payments,Self-employed,Excellent,1 month deposit,1
1623,1,Non-binary,35,Black,Mental health history,Canadian,4x the rent,No prior rental history,Full-time,Fair,3 months deposit,0
1624,1,Non-binary,50,Asian,Mental health history,Indian,4x the rent,No prior rental history,Self-employed,Fair,1 month deposit,0
1625,1,Female,55,Hispanic,None stated,Canadian,4x the rent,No prior rental history,Full-time,Fair,2 months deposit,1
1626,1,Male,50,Hispanic,None stated,Mexican,2x the rent,Positive references,Full-time,Fair,3 months deposit,1
1627,1,Male,35,White,Mental health history,Indian,4x the rent,No prior rental history,Full-time,Excellent,1 month deposit,1
1628,1,Male,40,Asian,Mental health history,German,2x the rent,No prior rental history,Full-time,Fair,3 months deposit,1
1629,1,Non-binary,55,Black,Physical disability,German,3x the rent,No prior rental history,Full-time,Excellent,3 months deposit,1
1630,1,Male,50,Asian,Mental health history,German,2x the rent,Prior late payments,Part-time,Excellent,3 months deposit,0
1631,1,Male,50,Asian,Mental health history,Indian,4x the rent,No prior rental history,Full-time,Good,3 months deposit,1
1632,1,Female,35,Asian,Mental health history,Indian,3x the rent,Prior late payments,Part-time,Fair,2 months deposit,0
1633,1,Female,40,Black,Physical disability,Mexican,4x the rent,Prior late payments,Full-time,Fair,3 months deposit,0
1634,1,Non-binary,40,Hispanic,Physical disability,Canadian,3x the rent,Prior late payments,Self-employed,Excellent,2 months deposit,0
1635,1,Male,45,Asian,Physical disability,German,2x the rent,Positive references,Full-time,Excellent,1 month deposit,1
1636,1,Female,40,Hispanic,None stated,German,4x the rent,Positive references,Self-employed,Excellent,1 month deposit,1
1637,1,Non-binary,50,Asian,Mental health history,American,2x the rent,No prior rental history,Full-time,Fair,3 months deposit,1
1638,1,Female,30,White,Physical disability,Canadian,3x the rent,No prior rental history,Full-time,Excellent,3 months deposit,1
1639,1,Male,35,Black,None stated,Canadian,2x the rent,Prior late payments,Self-employed,Good,3 months deposit,0
1640,1,Non-binary,30,Hispanic,Mental health history,Mexican,2x the rent,Positive references,Full-time,Excellent,1 month deposit,1
1641,1,Non-binary,50,Asian,Physical disability,German,3x the rent,Prior late payments,Part-time,Good,3 months deposit,0
1642,1,Non-binary,45,Black,None stated,German,3x the rent,No prior rental history,Part-time,Fair,2 months deposit,1
1643,1,Male,55,Hispanic,Physical disability,Canadian,3x the rent,No prior rental history,Full-time,Good,3 months deposit,1
1644,1,Male,50,Hispanic,None stated,Indian,2x the rent,No prior rental history,Self-employed,Fair,3 months deposit,1
1645,1,Male,45,White,Physical disability,German,4x the rent,Positive references,Part-time,Good,1 month deposit,1
1646,1,Non-binary,35,White,Mental health history,Indian,3x the rent,Prior late payments,Self-employed,Good,1 month deposit,0
1647,1,Female,55,Hispanic,Mental health history,Mexican,2x the rent,Positive references,Full-time,Good,1 month deposit,1
1648,1,Female,55,White,Physical disability,Canadian,4x the rent,No prior rental history,Full-time,Good,2 months deposit,1
1649,1,Female,35,Hispanic,None stated,Canadian,4x the rent,Prior late payments,Part-time,Good,2 months deposit,1
1650,1,Male,30,Black,Mental health history,Mexican,2x the rent,Positive references,Part-time,Fair,2 months deposit,1
1651,1,Male,35,Black,Mental health history,American,2x the rent,Positive references,Part-time,Excellent,1 month deposit,1
1652,1,Male,30,Black,Physical disability,American,2x the rent,No prior rental history,Part-time,Good,3 months deposit,1
1653,1,Male,35,Hispanic,Physical disability,Indian,3x the rent,Prior late payments,Self-employed,Excellent,1 month deposit,1
1654,1,Non-binary,35,White,Mental health history,Canadian,2x the rent,No prior rental history,Self-employed,Good,3 months deposit,1
1655,1,Female,40,Asian,Physical disability,German,3x the rent,Prior late payments,Full-time,Excellent,2 months deposit,0
1656,1,Male,40,Hispanic,Mental health history,German,2x the rent,Positive references,Self-employed,Fair,2 months deposit,1
1657,1,Non-binary,30,White,Physical disability,Mexican,3x the rent,Positive references,Full-time,Excellent,1 month deposit,1
1658,1,Male,30,White,Physical disability,Canadian,2x the rent,Prior late payments,Self-employed,Fair,1 month deposit,0
1659,1,Non-binary,50,Black,None stated,Indian,3x the rent,No prior rental history,Self-employed,Excellent,1 month deposit,1
1660,1,Female,45,Black,None stated,German,3x the rent,Positive references,Part-time,Fair,2 months deposit,1
1661,1,Male,55,Asian,Mental health history,German,2x the rent,No prior rental history,Part-time,Excellent,3 months deposit,1
1662,1,Male,50,Asian,None stated,Indian,2x the rent,Positive references,Self-employed,Fair,3 months deposit,1
1663,1,Male,50,White,Physical disability,Canadian,4x the rent,Prior late payments,Part-time,Excellent,3 months deposit,0
1664,1,Female,50,White,Physical disability,Mexican,3x the rent,Prior late payments,Self-employed,Good,1 month deposit,0
1665,1,Female,50,White,Mental health history,American,2x the rent,No prior rental history,Self-employed,Good,1 month deposit,0
1666,1,Female,45,Hispanic,Physical disability,American,3x the rent,Positive references,Part-time,Excellent,3 months deposit,1
1667,1,Non-binary,55,White,None stated,German,3x the rent,Positive references,Self-employed,Fair,1 month deposit,1
1668,1,Non-binary,40,Asian,Physical disability,American,4x the rent,Positive references,Self-employed,Good,2 months deposit,1
1669,1,Male,55,White,Mental health history,Canadian,4x the rent,Positive references,Part-time,Good,3 months deposit,1
1670,1,Non-binary,40,Asian,None stated,Indian,2x the rent,Positive references,Full-time,Good,1 month deposit,1
1671,1,Non-binary,45,White,Mental health history,American,2x the rent,Prior late payments,Self-employed,Good,2 months deposit,1
1672,1,Male,50,Hispanic,Mental health history,German,3x the rent,No prior rental history,Self-employed,Excellent,2 months deposit,1
1673,1,Female,45,Hispanic,Physical disability,German,4x the rent,Prior late payments,Part-time,Excellent,2 months deposit,0
1674,1,Female,55,White,None stated,Canadian,4x the rent,Prior late payments,Self-employed,Fair,1 month deposit,0
1675,1,Non-binary,40,White,Mental health history,Canadian,2x the rent,Positive references,Full-time,Excellent,1 month deposit,1
1676,1,Male,35,Black,Mental health history,American,4x the rent,Positive references,Full-time,Excellent,3 months deposit,1
1677,1,Male,50,Asian,None stated,Canadian,2x the rent,Positive references,Full-time,Excellent,2 months deposit,1
1678,1,Male,45,White,None stated,Mexican,3x the rent,Prior late payments,Part-time,Fair,1 month deposit,0
1679,1,Non-binary,35,Asian,Mental health history,Indian,3x the rent,No prior rental history,Self-employed,Good,2 months deposit,1
1680,1,Male,30,Hispanic,Mental health history,Canadian,3x the rent,Positive references,Part-time,Excellent,1 month deposit,1
1681,1,Non-binary,55,Hispanic,Physical disability,American,4x the rent,Positive references,Part-time,Excellent,1 month deposit,1
1682,1,Non-binary,35,Hispanic,Mental health history,Canadian,4x the rent,No prior rental history,Part-time,Good,1 month deposit,1
1683,1,Female,30,Hispanic,Mental health history,Mexican,2x the rent,Positive references,Full-time,Good,1 month deposit,1
1684,1,Non-binary,50,Hispanic,Mental health history,American,2x the rent,Prior late payments,Part-time,Good,1 month deposit,0
1685,1,Non-binary,55,Black,Physical disability,German,4x the rent,Positive references,Part-time,Good,3 months deposit,1
1686,1,Male,30,Asian,Physical disability,American,4x the rent,Prior late payments,Full-time,Good,2 months deposit,1
1687,1,Female,55,Hispanic,Physical disability,American,3x the rent,Positive references,Full-time,Good,2 months deposit,1
1688,1,Female,35,White,Physical disability,German,3x the rent,Positive references,Part-time,Excellent,1 month deposit,1
1689,1,Male,35,Hispanic,Mental health history,American,2x the rent,No prior rental history,Full-time,Excellent,2 months deposit,1
1690,1,Male,50,Hispanic,None stated,German,4x the rent,No prior rental history,Full-time,Fair,3 months deposit,1
1691,1,Female,40,Hispanic,Mental health history,Indian,4x the rent,Positive references,Part-time,Fair,3 months deposit,1
1692,1,Non-binary,50,White,Physical disability,German,2x the rent,Prior late payments,Self-employed,Excellent,3 months deposit,1
1693,1,Female,45,Hispanic,Mental health history,Indian,3x the rent,No prior rental history,Part-time,Excellent,3 months deposit,1
1694,1,Female,50,Hispanic,Physical disability,Mexican,3x the rent,Positive references,Self-employed,Excellent,3 months deposit,1
1695,1,Male,45,White,Mental health history,Mexican,3x the rent,No prior rental history,Part-time,Excellent,3 months deposit,1
1696,1,Non-binary,30,Hispanic,Mental health history,Mexican,3x the rent,Positive references,Self-employed,Fair,2 months deposit,1
1697,1,Non-binary,35,Black,Mental health history,American,3x the rent,Positive references,Full-time,Excellent,2 months deposit,1
1698,1,Female,40,Asian,Physical disability,German,4x the rent,Positive references,Full-time,Good,2 months deposit,1
1699,1,Female,45,Black,Mental health history,German,3x the rent,No prior rental history,Full-time,Excellent,3 months deposit,1
1700,1,Non-binary,30,White,Physical disability,Canadian,3x the rent,No prior rental history,Part-time,Excellent,3 months deposit,1
