observation_id,scenario,gender,age,race,disability_status,nationality,education,field_of_study,cover_letter,recommendations,experience,chosen
1721,1,Female,50,White,None stated,German,Bachelor Degree,Closely related,Unpersonalized,Average,0-2 years,0
1722,1,Non-binary,30,White,Physical disability,Indian,Associate Degree,Somewhat related,Personalized,Above average,0-2 years,0
1723,1,Male,55,White,Physical disability,American,Associate Degree,Unrelated,Unpersonalized,Below average,3-7 years,0
1724,1,Non-binary,45,Black,None stated,American,Bachelor Degree,Closely related,Personalized,Below average,10+ years,1
1725,1,Male,50,Hispanic,None stated,American,Associate Degree,Closely related,Unpersonalized,Above average,10+ years,1
1726,1,Non-binary,35,Hispanic,Physical disability,American,Associate Degree,Closely related,Unpersonalized,Average,10+ years,1
1727,1,Non-binary,45,Black,Mental health history,German,Master Degree,Somewhat related,Personalized,Above average,3-7 years,1
1728,1,Female,40,Black,Physical disability,Canadian,Bachelor Degree,Somewhat related,Personalized,Above average,0-2 years,1
1729,1,Male,40,Hispanic,None stated,Mexican,Associate Degree,Somewhat related,Unpersonalized,Below average,3-7 years,0
1730,1,Female,50,Hispanic,Physical disability,German,Master Degree,Somewhat related,Unpersonalized,Above average,10+ years,1
1731,1,Non-binary,55,Asian,None stated,Indian,Bachelor Degree,Somewhat related,Unpersonalized,Below average,10+ years,0
1732,1,Male,50,Hispanic,Physical disability,Indian,Master Degree,Unrelated,Unpersonalized,Average,10+ years,0
1733,1,Female,35,Asian,None stated,Mexican,Associate Degree,Unrelated,Unpersonalized,Average,10+ years,0
1734,1,Male,45,Hispanic,Physical disability,Indian,Bachelor Degree,Somewhat related,Unpersonalized,Below average,10+ years,0
1735,1,Female,40,White,Physical disability,Mexican,Master Degree,Unrelated,Personalized,Average,3-7 years,1
1736,1,Non-binary,40,White,Mental health history,American,Master Degree,Somewhat related,Personalized,Below average,0-2 years,0
1737,1,Female,40,Hispanic,Physical disability,German,Associate Degree,Unrelated,Unpersonalized,Below average,10+ years,0
1738,1,Male,40,Black,None stated,German,Associate Degree,Closely related,Unpersonalized,Above average,0-2 years,0
1739,1,Male,40,Hispanic,None stated,American,Master Degree,Unrelated,Unpersonalized,Above average,10+ years,1
1740,1,Female,40,Asian,Mental health history,German,Master Degree,Unrelated,Personalized,Above average,0-2 years,0
1741,1,Male,55,Hispanic,Physical disability,Mexican,Bachelor Degree,Closely related,Personalized,Below average,0-2 years,0
1742,1,Male,30,White,Mental health history,American,Associate Degree,Unrelated,Unpersonalized,Above average,3-7 years,0
1743,1,Male,40,Asian,Physical disability,American,Bachelor Degree,Somewhat related,Unpersonalized,Below average,3-7 years,0
1744,1,Male,45,Hispanic,Physical disability,German,Master Degree,Closely related,Personalized,Average,0-2 years,0
1745,1,Male,50,Hispanic,None stated,Mexican,Master Degree,Somewhat related,Unpersonalized,Below average,0-2 years,0
1746,1,Male,45,White,Mental health history,Mexican,Bachelor Degree,Somewhat related,Unpersonalized,Below average,3-7 years,0
1747,1,Non-binary,55,Asian,Mental health history,American,Bachelor Degree,Somewhat related,Unpersonalized,Average,0-2 years,0
1748,1,Male,55,Asian,Physical disability,American,Associate Degree,Unrelated,Personalized,Above average,0-2 years,0
1749,1,Male,30,Hispanic,None stated,German,Master Degree,Unrelated,Unpersonalized,Below average,3-7 years,0
1750,1,Male,45,White,Mental health history,Indian,Associate Degree,Unrelated,Personalized,Average,0-2 years,0
1751,1,Male,55,Asian,None stated,American,Master Degree,Unrelated,Personalized,Above average,0-2 years,1
1752,1,Male,50,Black,None stated,Indian,Bachelor Degree,Somewhat related,Personalized,Average,0-2 years,1
1753,1,Non-binary,55,Hispanic,Mental health history,Indian,Bachelor Degree,Somewhat related,Personalized,Below average,0-2 years,0
1754,1,Female,30,Hispanic,None stated,American,Associate Degree,Unrelated,Unpersonalized,Above average,3-7 years,0
1755,1,Male,35,Asian,Mental health history,Canadian,Bachelor Degree,Closely related,Personalized,Above average,3-7 years,1
1756,1,Non-binary,40,Black,Physical disability,Canadian,Associate Degree,Unrelated,Personalized,Average,10+ years,0
1757,1,Male,55,Black,None stated,Indian,Bachelor Degree,Unrelated,Unpersonalized,Average,3-7 years,0
1758,1,Male,50,Asian,None stated,Canadian,Bachelor Degree,Somewhat related,Personalized,Below average,3-7 years,1
1759,1,Non-binary,35,Asian,Mental health history,Canadian,Bachelor Degree,Somewhat related,Unpersonalized,Below average,3-7 years,0
1760,1,Female,55,White,Physical disability,Indian,Master Degree,Somewhat related,Unpersonalized,Average,10+ years,1
1761,1,Male,35,Black,Mental health history,German,Associate Degree,Somewhat related,Personalized,Below average,0-2 years,0
1762,1,Non-binary,40,White,Physical disability,Canadian,Master Degree,Somewhat related,Personalized,Average,0-2 years,0
1763,1,Male,45,Hispanic,Physical disability,Mexican,Associate Degree,Unrelated,Personalized,Below average,10+ years,0
1764,1,Female,50,Hispanic,None stated,Canadian,Associate Degree,Closely related,Personalized,Average,10+ years,1
1765,1,Non-binary,35,White,None stated,German,Master Degree,Closely related,Personalized,Above average,0-2 years,1
1766,1,Non-binary,45,Hispanic,Physical disability,Canadian,Master Degree,Unrelated,Unpersonalized,Average,3-7 years,0
1767,1,Male,30,White,None stated,American,Associate Degree,Somewhat related,Unpersonalized,Above average,3-7 years,1
1768,1,Non-binary,35,Asian,Physical disability,Mexican,Master Degree,Somewhat related,Personalized,Average,10+ years,1
1769,1,Male,35,Hispanic,Mental health history,German,Associate Degree,Closely related,Personalized,Above average,10+ years,1
1770,1,Non-binary,40,Asian,Physical disability,Canadian,Master Degree,Somewhat related,Personalized,Average,0-2 years,0
1771,1,Female,35,Black,Mental health history,Indian,Master Degree,Unrelated,Personalized,Below average,0-2 years,0
1772,1,Non-binary,35,White,None stated,Indian,Master Degree,Somewhat related,Personalized,Average,0-2 years,1
1773,1,Female,55,Hispanic,Physical disability,Canadian,Master Degree,Closely related,Personalized,Above average,10+ years,1
1774,1,Non-binary,40,Black,Mental health history,American,Master Degree,Somewhat related,Unpersonalized,Below average,0-2 years,0
1775,1,Female,35,Hispanic,Mental health history,German,Associate Degree,Closely related,Personalized,Above average,0-2 years,1
1776,1,Male,50,Black,Physical disability,Mexican,Bachelor Degree,Unrelated,Unpersonalized,Above average,3-7 years,0
1777,1,Female,55,Asian,Physical disability,Indian,Bachelor Degree,Closely related,Unpersonalized,Average,3-7 years,0
1778,1,Male,30,White,Mental health history,Indian,Bachelor Degree,Somewhat related,Unpersonalized,Average,10+ years,0
1779,1,Non-binary,40,Asian,Mental health history,Canadian,Associate Degree,Unrelated,Personalized,Above average,3-7 years,1
1780,1,Male,40,Black,Physical disability,American,Master Degree,Somewhat related,Personalized,Above average,3-7 years,1
1781,1,Male,35,Asian,Mental health history,Indian,Master Degree,Somewhat related,Unpersonalized,Below average,10+ years,0
1782,1,Male,55,Black,Mental health history,German,Associate Degree,Somewhat related,Personalized,Average,10+ years,1
1783,1,Non-binary,35,White,Mental health history,Indian,Bachelor Degree,Closely related,Personalized,Below average,3-7 years,1
1784,1,Male,35,Hispanic,Mental health history,Indian,Master Degree,Closely related,Personalized,Average,0-2 years,1
1785,1,Non-binary,55,Hispanic,Mental health history,Indian,Master Degree,Unrelated,Personalized,Above average,10+ years,1
1786,1,Male,30,Hispanic,Mental health history,Mexican,Associate Degree,Closely related,Unpersonalized,Above average,3-7 years,1
1787,1,Non-binary,50,Asian,Mental health history,Canadian,Bachelor Degree,Unrelated,Personalized,Below average,3-7 years,0
1788,1,Female,45,White,Physical disability,Mexican,Associate Degree,Closely related,Personalized,Below average,3-7 years,1
1789,1,Male,50,White,None stated,German,Master Degree,Somewhat related,Unpersonalized,Below average,3-7 years,0
1790,1,Female,50,White,Mental health history,Mexican,Bachelor Degree,Somewhat related,Unpersonalized,Below average,10+ years,0
1791,1,Non-binary,50,Hispanic,None stated,Indian,Associate Degree,Somewhat related,Personalized,Below average,3-7 years,1
1792,1,Female,45,Black,Physical disability,German,Associate Degree,Somewhat related,Unpersonalized,Below average,3-7 years,0
1793,1,Non-binary,40,Black,Mental health history,Mexican,Associate Degree,Somewhat related,Unpersonalized,Above average,10+ years,1
1794,1,Non-binary,55,Hispanic,Physical disability,Mexican,Associate Degree,Unrelated,Unpersonalized,Below average,3-7 years,0
1795,1,Male,55,Asian,None stated,American,Associate Degree,Unrelated,Unpersonalized,Below average,3-7 years,0
1796,1,Female,45,White,Physical disability,German,Master Degree,Somewhat related,Personalized,Above average,3-7 years,1
1797,1,Non-binary,55,Asian,Physical disability,Indian,Associate Degree,Closely related,Personalized,Below average,3-7 years,0
1798,1,Female,40,Black,Physical disability,Indian,Bachelor Degree,Somewhat related,Personalized,Above average,10+ years,1
1799,1,Female,30,White,None stated,Indian,Associate Degree,Unrelated,Unpersonalized,Average,3-7 years,0
1800,1,Female,45,Black,None stated,American,Bachelor Degree,Somewhat related,Unpersonalized,Average,10+ years,1
1801,1,Male,45,Asian,Mental health history,American,Associate Degree,Somewhat related,Unpersonalized,Below average,10+ years,0
1802,1,Male,55,Hispanic,None stated,American,Bachelor Degree,Closely related,Personalized,Below average,10+ years,1
1803,1,Female,50,Hispanic,Mental health history,American,Bachelor Degree,Unrelated,Personalized,Below average,10+ years,1
1804,1,Female,45,Asian,Mental health history,German,Associate Degree,Closely related,Unpersonalized,Below average,0-2 years,0
1805,1,Non-binary,55,Asian,Physical disability,Mexican,Bachelor Degree,Unrelated,Personalized,Average,3-7 years,0
1806,1,Male,40,Asian,None stated,Indian,Associate Degree,Somewhat related,Personalized,Above average,3-7 years,1
1807,1,Male,50,Asian,None stated,Canadian,Master Degree,Closely related,Personalized,Below average,0-2 years,0
1808,1,Non-binary,30,Asian,None stated,American,Associate Degree,Somewhat related,Unpersonalized,Above average,3-7 years,1
1809,1,Female,30,White,None stated,Mexican,Bachelor Degree,Closely related,Unpersonalized,Average,10+ years,1
1810,1,Male,30,White,Mental health history,German,Associate Degree,Unrelated,Unpersonalized,Average,0-2 years,0
1811,1,Non-binary,30,Black,None stated,Canadian,Bachelor Degree,Somewhat related,Personalized,Average,0-2 years,0
1812,1,Male,40,Asian,Physical disability,American,Associate Degree,Unrelated,Personalized,Above average,0-2 years,0
1813,1,Non-binary,30,Hispanic,Physical disability,American,Associate Degree,Closely related,Personalized,Below average,10+ years,1
1814,1,Male,55,Black,None stated,American,Associate Degree,Unrelated,Personalized,Average,10+ years,0
1815,1,Male,55,White,Physical disability,Canadian,Master Degree,Unrelated,Unpersonalized,Below average,10+ years,0
1816,1,Female,30,Asian,None stated,Indian,Master Degree,Closely related,Unpersonalized,Average,0-2 years,0
1817,1,Male,35,Asian,Physical disability,Mexican,Master Degree,Closely related,Unpersonalized,Below average,10+ years,0
1818,1,Female,55,Black,Physical disability,Mexican,Associate Degree,Somewhat related,Unpersonalized,Average,10+ years,0
1819,1,Non-binary,45,Hispanic,None stated,Mexican,Bachelor Degree,Somewhat related,Personalized,Below average,10+ years,1
1820,1,Non-binary,30,White,None stated,Canadian,Master Degree,Closely related,Unpersonalized,Below average,10+ years,1
1821,1,Male,50,Black,Physical disability,American,Associate Degree,Closely related,Personalized,Average,0-2 years,0
1822,1,Non-binary,35,White,Mental health history,Indian,Master Degree,Somewhat related,Unpersonalized,Below average,10+ years,0
1823,1,Non-binary,40,White,Mental health history,Mexican,Master Degree,Somewhat related,Unpersonalized,Average,10+ years,0
1824,1,Non-binary,35,White,None stated,Mexican,Associate Degree,Unrelated,Personalized,Below average,3-7 years,0
1825,1,Non-binary,30,Hispanic,None stated,Mexican,Associate Degree,Closely related,Personalized,Below average,3-7 years,1
1826,1,Male,50,White,None stated,German,Master Degree,Unrelated,Unpersonalized,Average,3-7 years,0
1827,1,Male,40,Hispanic,Physical disability,Indian,Master Degree,Unrelated,Unpersonalized,Above average,10+ years,1
1828,1,Male,30,Asian,Physical disability,Canadian,Associate Degree,Somewhat related,Personalized,Above average,3-7 years,1
1829,1,Non-binary,55,White,None stated,German,Bachelor Degree,Closely related,Personalized,Average,10+ years,1
1830,1,Female,55,Asian,Mental health history,German,Associate Degree,Closely related,Unpersonalized,Above average,10+ years,1
1831,1,Female,30,Asian,Mental health history,Indian,Master Degree,Somewhat related,Personalized,Above average,3-7 years,1
1832,1,Non-binary,45,Hispanic,Physical disability,Mexican,Master Degree,Unrelated,Unpersonalized,Below average,0-2 years,0
1833,1,Non-binary,45,Black,None stated,Mexican,Master Degree,Closely related,Personalized,Below average,3-7 years,1
1834,1,Non-binary,35,Asian,Mental health history,German,Associate Degree,Closely related,Unpersonalized,Average,0-2 years,0
1835,1,Female,45,White,None stated,Mexican,Master Degree,Unrelated,Unpersonalized,Average,3-7 years,1
1836,1,Female,40,Asian,Mental health history,Canadian,Bachelor Degree,Unrelated,Unpersonalized,Above average,3-7 years,0
1837,1,Non-binary,35,White,Physical disability,German,Bachelor Degree,Somewhat related,Personalized,Below average,3-7 years,1
1838,1,Male,55,White,None stated,German,Associate Degree,Closely related,Personalized,Average,10+ years,1
1839,1,Non-binary,45,Asian,Mental health history,American,Bachelor Degree,Unrelated,Personalized,Above average,0-2 years,0
1840,1,Non-binary,35,White,None stated,Canadian,Master Degree,Somewhat related,Personalized,Average,10+ years,1
1841,1,Female,35,Asian,None stated,Indian,Master Degree,Somewhat related,Personalized,Average,3-7 years,1
1842,1,Male,45,Asian,Mental health history,American,Master Degree,Closely related,Unpersonalized,Below average,3-7 years,0
1843,1,Male,55,White,Physical disability,Canadian,Master Degree,Somewhat related,Personalized,Above average,0-2 years,1
1844,1,Non-binary,45,Black,Mental health history,German,Master Degree,Somewhat related,Personalized,Below average,0-2 years,0
1845,1,Non-binary,55,Black,Physical disability,German,Master Degree,Closely related,Personalized,Above average,0-2 years,1
1846,1,Female,35,White,None stated,German,Associate Degree,Closely related,Unpersonalized,Above average,3-7 years,1
1847,1,Female,40,Black,Physical disability,Indian,Bachelor Degree,Closely related,Personalized,Below average,10+ years,1
1848,1,Female,55,White,Mental health history,German,Bachelor Degree,Closely related,Personalized,Above average,3-7 years,1
1849,1,Male,45,Asian,Physical disability,Canadian,Master Degree,Unrelated,Personalized,Above average,3-7 years,1
1850,1,Non-binary,40,Hispanic,None stated,Mexican,Associate Degree,Unrelated,Unpersonalized,Above average,0-2 years,0
1851,1,Female,55,White,None stated,Canadian,Associate Degree,Closely related,Unpersonalized,Below average,0-2 years,0
1852,1,Non-binary,40,Black,Physical disability,Indian,Bachelor Degree,Closely related,Personalized,Average,0-2 years,0
1853,1,Non-binary,50,Asian,Physical disability,Canadian,Master Degree,Closely related,Unpersonalized,Below average,3-7 years,0
1854,1,Non-binary,35,Black,Mental health history,American,Associate Degree,Somewhat related,Unpersonalized,Above average,10+ years,1
1855,1,Non-binary,55,Asian,None stated,Canadian,Associate Degree,Somewhat related,Personalized,Average,0-2 years,0
1856,1,Male,50,Asian,Physical disability,Mexican,Associate Degree,Somewhat related,Personalized,Average,0-2 years,0
1857,1,Male,30,Hispanic,Physical disability,German,Associate Degree,Somewhat related,Personalized,Average,0-2 years,0
1858,1,Male,40,White,Physical disability,German,Master Degree,Closely related,Personalized,Above average,10+ years,1
1859,1,Female,40,White,None stated,Canadian,Associate Degree,Somewhat related,Unpersonalized,Below average,10+ years,0
1860,1,Male,40,White,Physical disability,Canadian,Associate Degree,Unrelated,Personalized,Below average,0-2 years,0
1861,1,Female,55,White,Mental health history,Canadian,Master Degree,Closely related,Unpersonalized,Above average,10+ years,1
1862,1,Non-binary,45,Black,Mental health history,Indian,Master Degree,Unrelated,Unpersonalized,Above average,10+ years,0
1863,1,Female,40,Asian,Mental health history,Canadian,Bachelor Degree,Unrelated,Unpersonalized,Above average,0-2 years,0
1864,1,Female,55,White,None stated,American,Bachelor Degree,Unrelated,Personalized,Average,0-2 years,0
1865,1,Female,30,Hispanic,Mental health history,Mexican,Associate Degree,Closely related,Unpersonalized,Below average,3-7 years,0
1866,1,Non-binary,30,White,None stated,Canadian,Associate Degree,Unrelated,Unpersonalized,Average,10+ years,1
1867,1,Female,30,Hispanic,Physical disability,Indian,Associate Degree,Unrelated,Unpersonalized,Average,0-2 years,0
1868,1,Non-binary,50,White,None stated,Canadian,Bachelor Degree,Closely related,Unpersonalized,Below average,10+ years,1
1869,1,Male,30,Black,Mental health history,Indian,Bachelor Degree,Somewhat related,Unpersonalized,Above average,10+ years,1
1870,1,Female,30,Black,None stated,Mexican,Associate Degree,Somewhat related,Personalized,Above average,3-7 years,1
1871,1,Female,35,White,Physical disability,German,Bachelor Degree,Closely related,Unpersonalized,Below average,3-7 years,0
1872,1,Non-binary,40,White,Physical disability,American,Master Degree,Somewhat related,Personalized,Average,0-2 years,0
1873,1,Male,35,Hispanic,None stated,German,Bachelor Degree,Unrelated,Unpersonalized,Average,3-7 years,0
1874,1,Male,55,Hispanic,Mental health history,Indian,Bachelor Degree,Somewhat related,Unpersonalized,Average,3-7 years,0
1875,1,Non-binary,50,White,Physical disability,Canadian,Master Degree,Closely related,Unpersonalized,Average,3-7 years,1
1876,1,Male,45,White,Mental health history,Mexican,Associate Degree,Unrelated,Personalized,Below average,0-2 years,0
1877,1,Female,40,White,None stated,Indian,Bachelor Degree,Somewhat related,Personalized,Below average,10+ years,1
1878,1,Female,40,Asian,Mental health history,American,Bachelor Degree,Closely related,Personalized,Above average,10+ years,1
1879,1,Male,45,Asian,Physical disability,Indian,Associate Degree,Closely related,Personalized,Average,3-7 years,1
1880,1,Male,45,White,Mental health history,Mexican,Associate Degree,Unrelated,Personalized,Average,3-7 years,0
1881,1,Non-binary,45,Asian,None stated,Mexican,Bachelor Degree,Unrelated,Unpersonalized,Above average,3-7 years,0
1882,1,Male,40,Asian,Physical disability,Canadian,Master Degree,Closely related,Personalized,Above average,10+ years,1
1883,1,Female,30,Hispanic,Physical disability,Canadian,Associate Degree,Unrelated,Personalized,Above average,0-2 years,0
1884,1,Male,50,Asian,Physical disability,Indian,Master Degree,Somewhat related,Personalized,Above average,0-2 years,0
1885,1,Male,45,Hispanic,Mental health history,Indian,Bachelor Degree,Closely related,Unpersonalized,Below average,0-2 years,0
1886,1,Non-binary,45,White,Mental health history,American,Master Degree,Closely related,Personalized,Above average,0-2 years,1
1887,1,Male,30,White,Physical disability,Mexican,Associate Degree,Unrelated,Personalized,Below average,10+ years,0
1888,1,Non-binary,30,White,Mental health history,American,Master Degree,Unrelated,Personalized,Above average,3-7 years,1
1889,1,Non-binary,30,Black,Mental health history,Mexican,Master Degree,Unrelated,Personalized,Above average,3-7 years,1
1890,1,Non-binary,55,Black,Mental health history,Indian,Bachelor Degree,Somewhat related,Personalized,Average,3-7 years,1
1891,1,Female,50,Hispanic,Mental health history,Canadian,Master Degree,Closely related,Personalized,Average,10+ years,1
1892,1,Non-binary,50,Asian,Mental health history,Canadian,Master Degree,Closely related,Personalized,Average,0-2 years,1
1893,1,Male,40,White,Physical disability,Indian,Bachelor Degree,Unrelated,Personalized,Average,0-2 years,0
1894,1,Male,30,Asian,Physical disability,German,Master Degree,Unrelated,Personalized,Average,3-7 years,1
1895,1,Male,30,Asian,Physical disability,American,Associate Degree,Somewhat related,Unpersonalized,Above average,0-2 years,0
1896,1,Male,45,Asian,Mental health history,Mexican,Bachelor Degree,Unrelated,Unpersonalized,Above average,10+ years,0
1897,1,Male,35,Hispanic,None stated,Indian,Associate Degree,Somewhat related,Personalized,Above average,0-2 years,1
1898,1,Male,55,Asian,Mental health history,German,Associate Degree,Unrelated,Unpersonalized,Below average,3-7 years,0
1899,1,Male,35,Black,Physical disability,Mexican,Master Degree,Somewhat related,Unpersonalized,Below average,0-2 years,0
1900,1,Male,55,Hispanic,None stated,Canadian,Associate Degree,Unrelated,Unpersonalized,Below average,3-7 years,0
1901,1,Non-binary,50,Asian,None stated,Mexican,Bachelor Degree,Closely related,Personalized,Below average,10+ years,1
1902,1,Non-binary,35,Black,Mental health history,Mexican,Master Degree,Somewhat related,Unpersonalized,Above average,3-7 years,1
1903,1,Non-binary,50,Hispanic,None stated,Canadian,Master Degree,Closely related,Personalized,Below average,0-2 years,0
1904,1,Male,55,Hispanic,Physical disability,Canadian,Associate Degree,Somewhat related,Unpersonalized,Above average,10+ years,1
1905,1,Female,35,Asian,Mental health history,Canadian,Master Degree,Somewhat related,Personalized,Above average,3-7 years,1
1906,1,Male,30,White,Physical disability,Canadian,Bachelor Degree,Somewhat related,Personalized,Average,10+ years,1
1907,1,Male,45,Hispanic,Physical disability,Canadian,Associate Degree,Closely related,Unpersonalized,Below average,3-7 years,0
1908,1,Male,45,Hispanic,Physical disability,Canadian,Associate Degree,Unrelated,Personalized,Above average,0-2 years,0
1909,1,Male,55,White,None stated,Canadian,Associate Degree,Unrelated,Unpersonalized,Below average,10+ years,0
1910,1,Non-binary,40,Hispanic,Mental health history,Indian,Associate Degree,Unrelated,Personalized,Below average,0-2 years,0
1911,1,Male,35,White,Mental health history,Indian,Master Degree,Somewhat related,Unpersonalized,Average,3-7 years,0
1912,1,Female,55,Asian,Mental health history,Canadian,Master Degree,Unrelated,Personalized,Average,0-2 years,0
1913,1,Female,40,Hispanic,None stated,Indian,Bachelor Degree,Closely related,Unpersonalized,Below average,3-7 years,0
1914,1,Non-binary,40,Black,Physical disability,Canadian,Bachelor Degree,Somewhat related,Personalized,Below average,10+ years,1
1915,1,Male,50,White,Physical disability,Canadian,Bachelor Degree,Somewhat related,Unpersonalized,Below average,3-7 years,0
1916,1,Female,30,Hispanic,None stated,Mexican,Bachelor Degree,Unrelated,Personalized,Above average,10+ years,1
1917,1,Male,35,Black,None stated,Canadian,Bachelor Degree,Unrelated,Unpersonalized,Below average,3-7 years,0
1918,1,Female,35,Asian,Mental health history,Mexican,Master Degree,Somewhat related,Unpersonalized,Average,0-2 years,0
1919,1,Female,40,White,None stated,Mexican,Bachelor Degree,Unrelated,Personalized,Average,10+ years,1
1920,1,Non-binary,55,Asian,None stated,American,Bachelor Degree,Closely related,Unpersonalized,Average,0-2 years,0
1921,1,Female,45,White,Physical disability,Mexican,Bachelor Degree,Closely related,Personalized,Average,3-7 years,1
1922,1,Female,50,Hispanic,Mental health history,Mexican,Bachelor Degree,Unrelated,Unpersonalized,Above average,0-2 years,0
1923,1,Female,45,Asian,None stated,Indian,Bachelor Degree,Unrelated,Personalized,Below average,3-7 years,1
1924,1,Non-binary,40,Asian,None stated,American,Bachelor Degree,Unrelated,Unpersonalized,Average,3-7 years,0
1925,1,Non-binary,55,Asian,None stated,Mexican,Bachelor Degree,Unrelated,Personalized,Above average,10+ years,1
1926,1,Non-binary,35,Black,Physical disability,German,Associate Degree,Closely related,Unpersonalized,Average,0-2 years,0
1927,1,Male,50,Black,None stated,German,Bachelor Degree,Unrelated,Unpersonalized,Below average,0-2 years,0
1928,1,Female,50,Asian,None stated,Canadian,Master Degree,Unrelated,Unpersonalized,Below average,0-2 years,0
1929,1,Female,35,Black,None stated,German,Master Degree,Unrelated,Personalized,Below average,0-2 years,0
1930,1,Female,45,Asian,Physical disability,Canadian,Master Degree,Somewhat related,Personalized,Above average,10+ years,1
1931,1,Male,55,Hispanic,None stated,Indian,Associate Degree,Closely related,Personalized,Average,0-2 years,0
1932,1,Non-binary,50,Hispanic,Mental health history,German,Master Degree,Unrelated,Unpersonalized,Below average,3-7 years,0
1933,1,Male,55,Hispanic,None stated,Mexican,Master Degree,Closely related,Unpersonalized,Below average,3-7 years,1
1934,1,Female,45,Hispanic,Mental health history,American,Associate Degree,Somewhat related,Unpersonalized,Below average,0-2 years,0
1935,1,Male,30,Black,Mental health history,American,Bachelor Degree,Closely related,Unpersonalized,Average,10+ years,0
1936,1,Male,55,Hispanic,Mental health history,German,Associate Degree,Unrelated,Personalized,Average,0-2 years,0
1937,1,Female,35,Black,None stated,German,Master Degree,Somewhat related,Personalized,Average,0-2 years,1
1938,1,Non-binary,30,White,Mental health history,Mexican,Associate Degree,Somewhat related,Personalized,Above average,3-7 years,1
1939,1,Male,45,White,None stated,Canadian,Master Degree,Closely related,Personalized,Above average,0-2 years,1
1940,1,Male,50,Hispanic,Mental health history,American,Master Degree,Closely related,Personalized,Above average,3-7 years,1
1941,1,Female,40,White,Mental health history,American,Associate Degree,Somewhat related,Unpersonalized,Above average,10+ years,1
1942,1,Female,45,Hispanic,Mental health history,Indian,Associate Degree,Closely related,Personalized,Above average,0-2 years,1
1943,1,Non-binary,40,White,None stated,Mexican,Bachelor Degree,Closely related,Unpersonalized,Above average,10+ years,1
1944,1,Female,40,White,Physical disability,Mexican,Bachelor Degree,Closely related,Unpersonalized,Average,0-2 years,0
1945,1,Female,55,White,Physical disability,Mexican,Bachelor Degree,Closely related,Unpersonalized,Above average,0-2 years,0
1946,1,Male,35,Asian,None stated,American,Associate Degree,Somewhat related,Unpersonalized,Average,3-7 years,0
1947,1,Male,35,Hispanic,None stated,Canadian,Master Degree,Unrelated,Personalized,Below average,3-7 years,0
1948,1,Non-binary,35,Black,Physical disability,American,Master Degree,Somewhat related,Personalized,Below average,3-7 years,1
1949,1,Female,30,Hispanic,Mental health history,German,Master Degree,Somewhat related,Unpersonalized,Above average,0-2 years,0
1950,1,Male,50,Asian,Mental health history,German,Bachelor Degree,Closely related,Unpersonalized,Above average,10+ years,1
1951,1,Male,50,Hispanic,None stated,Mexican,Bachelor Degree,Unrelated,Unpersonalized,Below average,0-2 years,0
1952,1,Male,45,White,Mental health history,American,Bachelor Degree,Unrelated,Unpersonalized,Average,3-7 years,0
1953,1,Non-binary,45,Asian,Physical disability,Mexican,Master Degree,Somewhat related,Personalized,Below average,0-2 years,0
1954,1,Male,40,Hispanic,Physical disability,Indian,Master Degree,Unrelated,Personalized,Above average,0-2 years,0
1955,1,Female,55,White,Mental health history,Mexican,Bachelor Degree,Unrelated,Personalized,Average,0-2 years,0
1956,1,Male,30,Black,Mental health history,Mexican,Associate Degree,Unrelated,Unpersonalized,Below average,3-7 years,0
1957,1,Male,50,Black,None stated,Mexican,Master Degree,Unrelated,Unpersonalized,Above average,10+ years,1
1958,1,Male,50,Black,Physical disability,Canadian,Associate Degree,Closely related,Unpersonalized,Average,3-7 years,1
1959,1,Female,45,Black,None stated,Canadian,Master Degree,Closely related,Personalized,Below average,10+ years,1
1960,1,Female,40,White,Physical disability,Indian,Associate Degree,Closely related,Personalized,Below average,0-2 years,0
1961,1,Female,50,Asian,Physical disability,Indian,Associate Degree,Somewhat related,Unpersonalized,Average,3-7 years,0
1962,1,Male,40,Black,None stated,American,Master Degree,Somewhat related,Personalized,Below average,10+ years,1
1963,1,Female,35,Hispanic,Mental health history,German,Bachelor Degree,Unrelated,Personalized,Average,0-2 years,0
1964,1,Non-binary,35,Hispanic,Physical disability,Indian,Master Degree,Closely related,Personalized,Below average,10+ years,1
1965,1,Male,40,Black,None stated,American,Associate Degree,Somewhat related,Personalized,Above average,10+ years,1
1966,1,Non-binary,45,Hispanic,Physical disability,American,Bachelor Degree,Closely related,Personalized,Above average,10+ years,1
1967,1,Non-binary,45,White,Physical disability,Canadian,Bachelor Degree,Somewhat related,Personalized,Average,3-7 years,1
1968,1,Male,55,Black,Mental health history,German,Bachelor Degree,Closely related,Personalized,Average,10+ years,1
1969,1,Female,30,Hispanic,Physical disability,Mexican,Associate Degree,Somewhat related,Personalized,Average,10+ years,1
1970,1,Male,55,Black,Mental health history,Canadian,Master Degree,Somewhat related,Unpersonalized,Below average,3-7 years,0
1971,1,Female,55,Hispanic,None stated,American,Master Degree,Closely related,Unpersonalized,Average,3-7 years,1
1972,1,Female,55,Hispanic,Mental health history,Mexican,Master Degree,Unrelated,Personalized,Below average,10+ years,0
1973,1,Male,45,Asian,Physical disability,Indian,Associate Degree,Somewhat related,Personalized,Below average,3-7 years,0
1974,1,Female,30,Asian,Mental health history,Canadian,Master Degree,Somewhat related,Personalized,Above average,10+ years,1
