observation_id,scenario,gender,age,race,disability_status,nationality,annual_income,credit_score,employment_length,existing_debt,requested_amount,chosen
1333,1,Female,45,Black,Mental health history,Canadian,"$35,000",Excellent,2-5 years,High,"$5,000",0
1334,1,Non-binary,50,Black,Mental health history,German,"$95,000",Good,2-5 years,Moderate,"$30,000",1
1335,1,Female,30,Asian,Physical disability,Indian,"$95,000",Good,6+ years,High,"$5,000",1
1336,1,Female,40,Black,Physical disability,American,"$60,000",Excellent,Less than 1 year,Moderate,"$30,000",1
1337,1,Female,35,Hispanic,Physical disability,Canadian,"$35,000",Fair,Less than 1 year,High,"$5,000",0
1338,1,Male,55,White,Physical disability,German,"$95,000",Excellent,Less than 1 year,Moderate,"$30,000",1
1339,1,Female,50,Black,None stated,Canadian,"$95,000",Good,6+ years,High,"$30,000",0
1340,1,Male,40,Asian,Mental health history,Canadian,"$60,000",Fair,2-5 years,Low,"$30,000",0
1341,1,Female,45,Hispanic,Mental health history,Canadian,"$60,000",Excellent,6+ years,Moderate,"$30,000",1
1342,1,Female,40,White,Physical disability,Mexican,"$140,000",Excellent,Less than 1 year,Moderate,"$15,000",1
1343,1,Non-binary,55,Black,Physical disability,Canadian,"$95,000",Excellent,Less than 1 year,High,"$5,000",0
1344,1,Non-binary,55,White,None stated,Mexican,"$35,000",Good,6+ years,Low,"$15,000",1
1345,1,Female,55,Hispanic,None stated,American,"$95,000",Fair,6+ years,Moderate,"$5,000",0
1346,1,Male,45,Hispanic,Physical disability,Indian,"$35,000",Fair,2-5 years,Low,"$5,000",0
1347,1,Non-binary,45,Asian,Mental health history,Mexican,"$35,000",Fair,6+ years,High,"$30,000",0
1348,1,Non-binary,55,White,Mental health history,Canadian,"$140,000",Excellent,6+ years,Low,"$5,000",1
1349,1,Male,40,White,Mental health history,Mexican,"$35,000",Excellent,2-5 years,Low,"$15,000",1
1350,1,Female,45,White,None stated,American,"$60,000",Fair,2-5 years,Moderate,"$5,000",1
1351,1,Male,45,Hispanic,None stated,German,"$60,000",Excellent,Less than 1 year,Moderate,"$15,000",1
1352,1,Male,30,Black,Physical disability,German,"$35,000",Fair,2-5 years,High,"$15,000",0
1353,1,Non-binary,50,Hispanic,Mental health history,Indian,"$140,000",Fair,Less than 1 year,Moderate,"$30,000",0
1354,1,Male,45,Black,Mental health history,Mexican,"$140,000",Fair,Less than 1 year,Moderate,"$5,000",0
1355,1,Non-binary,35,Hispanic,Mental health history,Canadian,"$35,000",Fair,Less than 1 year,Low,"$15,000",0
1356,1,Female,30,Black,Physical disability,Indian,"$60,000",Fair,Less than 1 year,Moderate,"$15,000",0
1357,1,Non-binary,30,Asian,Mental health history,Mexican,"$35,000",Good,Less than 1 year,Low,"$30,000",0
1358,1,Female,55,White,None stated,American,"$35,000",Good,Less than 1 year,High,"$15,000",0
1359,1,Non-binary,30,White,Physical disability,Canadian,"$60,000",Fair,Less than 1 year,Moderate,"$30,000",0
1360,1,Non-binary,50,Black,Physical disability,American,"$60,000",Fair,2-5 years,Low,"$15,000",1
1361,1,Female,35,White,None stated,German,"$95,000",Excellent,2-5 years,High,"$15,000",0
1362,1,Female,30,Asian,None stated,American,"$60,000",Excellent,6+ years,High,"$5,000",1
1363,1,Non-binary,35,White,None stated,American,"$35,000",Good,6+ years,Low,"$5,000",1
1364,1,Non-binary,55,Hispanic,Physical disability,Mexican,"$60,000",Fair,6+ years,High,"$5,000",0
1365,1,Female,40,Hispanic,Mental health history,German,"$60,000",Fair,2-5 years,Low,"$30,000",1
1366,1,Male,50,Black,Physical disability,Indian,"$140,000",Fair,Less than 1 year,High,"$30,000",0
1367,1,Male,30,White,Mental health history,Mexican,"$140,000",Excellent,6+ years,High,"$30,000",1
1368,1,Non-binary,35,White,Physical disability,German,"$35,000",Fair,6+ years,Moderate,"$30,000",0
1369,1,Female,50,Hispanic,Physical disability,Indian,"$60,000",Excellent,6+ years,Moderate,"$15,000",1
1370,1,Non-binary,50,Asian,Physical disability,American,"$95,000",Good,Less than 1 year,High,"$15,000",0
1371,1,Male,55,White,Mental health history,German,"$95,000",Excellent,6+ years,Moderate,"$15,000",1
1372,1,Male,35,Asian,Physical disability,Mexican,"$140,000",Excellent,2-5 years,Moderate,"$15,000",1
1373,1,Female,35,Hispanic,Mental health history,American,"$35,000",Good,Less than 1 year,High,"$5,000",0
1374,1,Male,50,Black,Mental health history,Canadian,"$95,000",Fair,6+ years,High,"$30,000",0
1375,1,Non-binary,40,Black,None stated,Indian,"$60,000",Good,6+ years,Low,"$15,000",1
1376,1,Female,55,Black,None stated,American,"$60,000",Fair,2-5 years,High,"$15,000",0
1377,1,Female,50,Asian,Physical disability,German,"$35,000",Excellent,Less than 1 year,High,"$15,000",0
1378,1,Non-binary,30,White,None stated,German,"$35,000",Fair,2-5 years,High,"$30,000",0
1379,1,Non-binary,45,Asian,Physical disability,German,"$60,000",Excellent,6+ years,High,"$15,000",1
1380,1,Female,40,Black,Mental health history,Mexican,"$35,000",Good,Less than 1 year,High,"$5,000",0
1381,1,Female,45,Hispanic,Physical disability,American,"$95,000",Fair,2-5 years,High,"$15,000",0
1382,1,Non-binary,35,Asian,Physical disability,Canadian,"$140,000",Excellent,6+ years,Moderate,"$15,000",1
1383,1,Female,35,Black,Mental health history,Mexican,"$60,000",Excellent,2-5 years,Low,"$30,000",1
1384,1,Male,55,Hispanic,Physical disability,Canadian,"$140,000",Good,2-5 years,Moderate,"$30,000",1
1385,1,Male,45,Asian,Mental health history,German,"$140,000",Excellent,Less than 1 year,Low,"$15,000",1
1386,1,Female,30,Asian,Mental health history,Mexican,"$140,000",Fair,6+ years,Low,"$30,000",1
1387,1,Male,30,Black,None stated,Canadian,"$95,000",Excellent,2-5 years,High,"$30,000",1
1388,1,Female,35,Hispanic,Mental health history,Indian,"$35,000",Good,2-5 years,High,"$15,000",0
1389,1,Female,40,Hispanic,Mental health history,Mexican,"$140,000",Fair,6+ years,Low,"$15,000",1
1390,1,Non-binary,35,Hispanic,Physical disability,German,"$35,000",Good,6+ years,Low,"$5,000",1
1391,1,Female,45,White,None stated,Mexican,"$60,000",Fair,2-5 years,Low,"$5,000",1
1392,1,Non-binary,45,Black,Physical disability,Mexican,"$95,000",Excellent,2-5 years,Low,"$5,000",1
1393,1,Non-binary,55,Asian,Physical disability,German,"$95,000",Good,6+ years,Low,"$5,000",1
1394,1,Non-binary,50,Black,Physical disability,American,"$35,000",Fair,2-5 years,Moderate,"$30,000",0
1395,1,Female,40,Hispanic,None stated,Mexican,"$60,000",Excellent,2-5 years,Moderate,"$5,000",1
1396,1,Male,35,Hispanic,Mental health history,Indian,"$95,000",Excellent,6+ years,High,"$5,000",1
1397,1,Male,40,Asian,Mental health history,Mexican,"$140,000",Good,6+ years,Low,"$30,000",1
1398,1,Male,45,Hispanic,None stated,German,"$140,000",Fair,Less than 1 year,Low,"$5,000",1
1399,1,Male,45,Asian,None stated,Canadian,"$95,000",Fair,Less than 1 year,Low,"$30,000",1
1400,1,Female,40,Asian,Physical disability,German,"$35,000",Good,2-5 years,Low,"$30,000",1
1401,1,Male,30,Asian,None stated,Indian,"$95,000",Fair,6+ years,Moderate,"$30,000",0
1402,1,Non-binary,55,Asian,None stated,Mexican,"$35,000",Good,2-5 years,Moderate,"$5,000",1
1403,1,Non-binary,55,Hispanic,Physical disability,Mexican,"$95,000",Excellent,Less than 1 year,Low,"$30,000",1
1404,1,Male,45,Hispanic,Mental health history,Canadian,"$60,000",Fair,Less than 1 year,Moderate,"$15,000",0
1405,1,Male,50,Asian,Mental health history,Indian,"$95,000",Fair,6+ years,Low,"$30,000",0
1406,1,Non-binary,50,White,Mental health history,Mexican,"$95,000",Good,2-5 years,Moderate,"$15,000",1
1407,1,Male,30,White,None stated,Indian,"$140,000",Excellent,Less than 1 year,Moderate,"$30,000",1
1408,1,Male,50,White,Mental health history,Mexican,"$140,000",Fair,Less than 1 year,Low,"$15,000",0
1409,1,Non-binary,30,Black,None stated,Canadian,"$140,000",Good,6+ years,Moderate,"$5,000",1
1410,1,Non-binary,50,Asian,Mental health history,Indian,"$60,000",Excellent,6+ years,High,"$15,000",1
1411,1,Female,35,White,None stated,German,"$140,000",Good,Less than 1 year,High,"$15,000",0
1412,1,Male,40,Hispanic,Physical disability,Indian,"$35,000",Good,6+ years,Moderate,"$5,000",1
1413,1,Non-binary,40,Black,Mental health history,American,"$60,000",Excellent,Less than 1 year,Low,"$15,000",1
1414,1,Non-binary,45,Black,None stated,Indian,"$140,000",Excellent,Less than 1 year,High,"$30,000",0
1415,1,Male,55,Hispanic,Physical disability,German,"$60,000",Fair,6+ years,Low,"$5,000",0
1416,1,Male,30,White,Mental health history,Canadian,"$140,000",Fair,6+ years,High,"$5,000",1
1417,1,Male,40,Black,Physical disability,American,"$35,000",Excellent,Less than 1 year,High,"$5,000",0
1418,1,Non-binary,55,Hispanic,None stated,German,"$140,000",Good,Less than 1 year,Moderate,"$5,000",1
1419,1,Male,50,Black,Physical disability,German,"$140,000",Fair,2-5 years,Moderate,"$5,000",1
1420,1,Male,30,Hispanic,Mental health history,American,"$140,000",Fair,Less than 1 year,Low,"$15,000",0
1421,1,Non-binary,45,White,None stated,German,"$95,000",Excellent,6+ years,Moderate,"$15,000",1
1422,1,Male,50,White,None stated,Mexican,"$95,000",Excellent,2-5 years,Moderate,"$30,000",1
1423,1,Male,45,White,Physical disability,Indian,"$95,000",Excellent,6+ years,High,"$5,000",1
1424,1,Non-binary,35,White,None stated,Canadian,"$35,000",Excellent,6+ years,High,"$30,000",0
1425,1,Female,50,White,None stated,German,"$35,000",Good,Less than 1 year,Moderate,"$30,000",0
1426,1,Non-binary,45,Asian,None stated,Mexican,"$140,000",Excellent,6+ years,Moderate,"$5,000",1
1427,1,Female,45,Black,Mental health history,Mexican,"$35,000",Good,Less than 1 year,High,"$15,000",0
1428,1,Male,35,Asian,Physical disability,Indian,"$140,000",Good,6+ years,High,"$15,000",0
1429,1,Female,40,Asian,Mental health history,German,"$95,000",Fair,6+ years,Moderate,"$15,000",0
1430,1,Male,30,Black,Mental health history,Indian,"$95,000",Excellent,Less than 1 year,High,"$30,000",0
1431,1,Non-binary,45,Hispanic,None stated,American,"$60,000",Fair,2-5 years,High,"$15,000",0
1432,1,Female,55,Asian,None stated,Mexican,"$35,000",Good,2-5 years,Low,"$30,000",1
1433,1,Non-binary,35,Black,Mental health history,German,"$35,000",Fair,Less than 1 year,Moderate,"$15,000",0
1434,1,Male,35,Black,None stated,German,"$140,000",Excellent,Less than 1 year,High,"$5,000",0
1435,1,Male,50,Black,Mental health history,German,"$60,000",Excellent,2-5 years,High,"$15,000",1
1436,1,Non-binary,35,White,None stated,Mexican,"$35,000",Excellent,2-5 years,Moderate,"$30,000",1
1437,1,Non-binary,40,Black,Physical disability,German,"$60,000",Fair,Less than 1 year,High,"$5,000",0
1438,1,Male,30,Hispanic,None stated,German,"$140,000",Excellent,6+ years,High,"$15,000",1
1439,1,Non-binary,35,Hispanic,Physical disability,Mexican,"$95,000",Fair,6+ years,Low,"$5,000",0
1440,1,Female,45,Black,Physical disability,German,"$140,000",Good,Less than 1 year,Low,"$5,000",1
1441,1,Male,45,White,Mental health history,American,"$140,000",Fair,Less than 1 year,Low,"$15,000",0
1442,1,Male,45,Asian,Physical disability,Mexican,"$140,000",Fair,2-5 years,Moderate,"$30,000",0
1443,1,Female,30,Black,Mental health history,German,"$60,000",Fair,Less than 1 year,High,"$5,000",0
1444,1,Female,45,Black,Mental health history,Indian,"$95,000",Fair,2-5 years,Moderate,"$15,000",1
1445,1,Non-binary,35,Black,Physical disability,Indian,"$60,000",Good,2-5 years,High,"$30,000",1
1446,1,Non-binary,30,White,Physical disability,Indian,"$35,000",Good,Less than 1 year,Moderate,"$15,000",1
1447,1,Female,40,Asian,Mental health history,Canadian,"$140,000",Fair,2-5 years,High,"$5,000",0
1448,1,Non-binary,30,Asian,Mental health history,German,"$140,000",Fair,Less than 1 year,Moderate,"$30,000",1
1449,1,Female,50,Asian,Mental health history,Canadian,"$60,000",Excellent,2-5 years,High,"$30,000",0
1450,1,Male,55,Hispanic,Mental health history,American,"$95,000",Fair,2-5 years,High,"$15,000",0
1451,1,Non-binary,55,Hispanic,None stated,Indian,"$60,000",Excellent,6+ years,High,"$5,000",1
1452,1,Male,40,Hispanic,Mental health history,Indian,"$60,000",Excellent,2-5 years,Low,"$30,000",1
1453,1,Non-binary,45,Black,Mental health history,Canadian,"$35,000",Fair,Less than 1 year,High,"$30,000",0
1454,1,Male,30,White,Mental health history,Canadian,"$140,000",Fair,Less than 1 year,High,"$5,000",0
1455,1,Non-binary,55,White,Physical disability,Mexican,"$60,000",Excellent,6+ years,Low,"$15,000",1
1456,1,Non-binary,55,Hispanic,Physical disability,Mexican,"$140,000",Excellent,2-5 years,High,"$5,000",1
1457,1,Non-binary,50,Asian,Physical disability,German,"$60,000",Good,Less than 1 year,High,"$5,000",0
1458,1,Male,55,White,Physical disability,Indian,"$140,000",Good,Less than 1 year,Moderate,"$15,000",1
1459,1,Female,45,Asian,Mental health history,American,"$60,000",Fair,2-5 years,Low,"$15,000",0
1460,1,Male,45,White,Mental health history,Canadian,"$60,000",Excellent,2-5 years,Moderate,"$30,000",1
1461,1,Female,35,Asian,Physical disability,Canadian,"$140,000",Good,2-5 years,Low,"$30,000",1
1462,1,Female,40,Black,None stated,American,"$140,000",Fair,2-5 years,Low,"$15,000",0
1463,1,Non-binary,45,White,None stated,Canadian,"$95,000",Fair,6+ years,High,"$30,000",0
1464,1,Non-binary,50,Asian,None stated,Canadian,"$140,000",Good,6+ years,Moderate,"$30,000",1
1465,1,Male,35,Hispanic,Mental health history,American,"$35,000",Good,2-5 years,High,"$5,000",0
1466,1,Non-binary,30,Hispanic,None stated,Canadian,"$60,000",Good,Less than 1 year,Low,"$15,000",1
1467,1,Non-binary,40,Black,Physical disability,Mexican,"$35,000",Excellent,2-5 years,High,"$30,000",1
1468,1,Male,40,Asian,None stated,German,"$35,000",Excellent,6+ years,Moderate,"$5,000",1
1469,1,Female,55,Black,Mental health history,Canadian,"$140,000",Excellent,2-5 years,Moderate,"$5,000",1
1470,1,Female,50,Black,None stated,Indian,"$35,000",Excellent,6+ years,Low,"$30,000",1
1471,1,Male,40,Black,None stated,Indian,"$35,000",Fair,2-5 years,Moderate,"$15,000",0
1472,1,Non-binary,50,White,Physical disability,Canadian,"$140,000",Fair,2-5 years,High,"$5,000",0
1473,1,Male,30,Hispanic,Physical disability,German,"$35,000",Good,6+ years,Low,"$30,000",1
1474,1,Non-binary,50,Black,Physical disability,Mexican,"$35,000",Good,Less than 1 year,High,"$30,000",0
1475,1,Male,45,Hispanic,None stated,Mexican,"$60,000",Fair,6+ years,Low,"$30,000",0
1476,1,Male,40,Black,Physical disability,American,"$35,000",Excellent,Less than 1 year,Moderate,"$5,000",1
1477,1,Male,50,Asian,None stated,American,"$60,000",Excellent,6+ years,High,"$15,000",1
1478,1,Non-binary,40,Hispanic,None stated,Mexican,"$140,000",Fair,6+ years,High,"$15,000",0
1479,1,Non-binary,45,Asian,None stated,Canadian,"$140,000",Good,2-5 years,High,"$15,000",1
1480,1,Female,40,Asian,Physical disability,Mexican,"$60,000",Fair,6+ years,Low,"$15,000",0
1481,1,Female,45,White,Mental health history,German,"$95,000",Fair,Less than 1 year,Moderate,"$15,000",1
1482,1,Non-binary,45,Black,Mental health history,German,"$140,000",Fair,Less than 1 year,Moderate,"$5,000",0
1483,1,Non-binary,30,Black,Mental health history,Canadian,"$60,000",Fair,Less than 1 year,High,"$15,000",0
1484,1,Male,35,Black,Physical disability,Indian,"$140,000",Fair,Less than 1 year,Moderate,"$5,000",0
1485,1,Female,35,Hispanic,Mental health history,Mexican,"$35,000",Fair,Less than 1 year,High,"$15,000",0
1486,1,Non-binary,40,Asian,None stated,German,"$35,000",Fair,2-5 years,Moderate,"$30,000",0
1487,1,Non-binary,45,Asian,None stated,German,"$95,000",Excellent,Less than 1 year,High,"$5,000",0
1488,1,Non-binary,45,White,Physical disability,German,"$95,000",Excellent,2-5 years,High,"$30,000",1
1489,1,Male,35,Black,Physical disability,Mexican,"$140,000",Good,2-5 years,Moderate,"$30,000",1
1490,1,Non-binary,35,White,Physical disability,Indian,"$140,000",Fair,2-5 years,Low,"$30,000",1
1491,1,Male,55,Black,Mental health history,Mexican,"$35,000",Excellent,6+ years,Low,"$5,000",1
1492,1,Female,30,Hispanic,None stated,Indian,"$60,000",Fair,2-5 years,High,"$30,000",0
1493,1,Female,40,Black,Mental health history,American,"$95,000",Good,Less than 1 year,Low,"$30,000",1
1494,1,Male,35,Asian,None stated,Indian,"$60,000",Excellent,Less than 1 year,Low,"$15,000",1
1495,1,Non-binary,30,Hispanic,Mental health history,American,"$95,000",Excellent,6+ years,Low,"$30,000",1
1496,1,Male,40,Hispanic,Mental health history,German,"$35,000",Fair,6+ years,High,"$5,000",0
1497,1,Non-binary,50,Black,None stated,Mexican,"$35,000",Fair,Less than 1 year,Moderate,"$30,000",0
1498,1,Non-binary,35,Asian,None stated,Mexican,"$140,000",Excellent,Less than 1 year,High,"$30,000",1
1499,1,Male,35,Black,Physical disability,Mexican,"$95,000",Good,2-5 years,Moderate,"$5,000",1
1500,1,Non-binary,30,Hispanic,Mental health history,German,"$140,000",Fair,Less than 1 year,Low,"$15,000",0
1501,1,Male,45,White,None stated,American,"$35,000",Good,Less than 1 year,Moderate,"$30,000",0
1502,1,Non-binary,40,Hispanic,Physical disability,American,"$35,000",Fair,2-5 years,Moderate,"$30,000",0
1503,1,Male,50,Asian,None stated,Indian,"$140,000",Excellent,Less than 1 year,Moderate,"$30,000",1
1504,1,Non-binary,40,Hispanic,None stated,American,"$35,000",Fair,2-5 years,Moderate,"$15,000",0
1505,1,Male,50,Asian,Mental health history,Mexican,"$60,000",Good,2-5 years,High,"$15,000",1
1506,1,Non-binary,55,White,Mental health history,German,"$140,000",Fair,6+ years,Low,"$5,000",0
1507,1,Male,40,Asian,Physical disability,Indian,"$140,000",Fair,Less than 1 year,Low,"$15,000",0
1508,1,Female,35,Black,Mental health history,Canadian,"$140,000",Good,6+ years,High,"$15,000",1
1509,1,Female,45,Black,None stated,Mexican,"$35,000",Excellent,6+ years,Moderate,"$30,000",1
1510,1,Female,40,White,Mental health history,American,"$140,000",Fair,2-5 years,Low,"$15,000",0
1511,1,Non-binary,45,Black,None stated,American,"$95,000",Excellent,Less than 1 year,Moderate,"$15,000",1
1512,1,Non-binary,30,Asian,Physical disability,American,"$60,000",Good,2-5 years,Moderate,"$15,000",1
1513,1,Non-binary,40,Hispanic,Physical disability,Canadian,"$35,000",Good,2-5 years,Moderate,"$15,000",1
1514,1,Male,30,Asian,Physical disability,American,"$35,000",Excellent,2-5 years,High,"$30,000",1
1515,1,Non-binary,45,Asian,None stated,Canadian,"$60,000",Good,6+ years,Low,"$30,000",1
1516,1,Female,35,Hispanic,Physical disability,American,"$35,000",Good,Less than 1 year,High,"$5,000",0
1517,1,Female,30,Asian,Mental health history,Canadian,"$60,000",Fair,6+ years,High,"$30,000",0
1518,1,Female,40,Hispanic,None stated,American,"$60,000",Good,2-5 years,High,"$30,000",1
1519,1,Male,45,Asian,None stated,Indian,"$95,000",Fair,6+ years,Low,"$30,000",0
1520,1,Male,35,White,None stated,Indian,"$95,000",Good,Less than 1 year,Low,"$30,000",1
1521,1,Male,35,Black,Mental health history,Canadian,"$140,000",Excellent,Less than 1 year,Low,"$5,000",1
1522,1,Male,55,Hispanic,Physical disability,Canadian,"$140,000",Fair,6+ years,High,"$5,000",1
1523,1,Male,50,Black,Physical disability,Canadian,"$35,000",Fair,6+ years,Low,"$5,000",1
1524,1,Non-binary,45,Hispanic,None stated,Indian,"$35,000",Good,2-5 years,Moderate,"$15,000",1
1525,1,Male,55,Black,Mental health history,Indian,"$35,000",Fair,2-5 years,Low,"$30,000",0
1526,1,Female,35,Asian,Physical disability,German,"$35,000",Excellent,2-5 years,Low,"$5,000",1
1527,1,Non-binary,30,Hispanic,Physical disability,American,"$60,000",Good,6+ years,Low,"$15,000",1
1528,1,Female,55,Black,Physical disability,German,"$60,000",Good,2-5 years,Low,"$15,000",1
1529,1,Female,50,White,None stated,American,"$95,000",Fair,Less than 1 year,Low,"$5,000",0
1530,1,Non-binary,50,White,None stated,Indian,"$95,000",Good,Less than 1 year,High,"$15,000",0
1531,1,Male,35,Asian,None stated,Indian,"$60,000",Fair,Less than 1 year,Low,"$15,000",0
1532,1,Non-binary,40,Hispanic,Mental health history,German,"$140,000",Good,2-5 years,Moderate,"$5,000",1
1533,1,Male,35,Asian,Mental health history,Mexican,"$60,000",Good,2-5 years,Moderate,"$15,000",1
1534,1,Male,35,Hispanic,None stated,Canadian,"$60,000",Excellent,6+ years,Moderate,"$30,000",1
1535,1,Non-binary,35,Black,Mental health history,American,"$60,000",Fair,Less than 1 year,Moderate,"$30,000",0
1536,1,Female,55,Asian,Physical disability,Mexican,"$140,000",Good,Less than 1 year,Moderate,"$15,000",1
1537,1,Non-binary,40,Asian,Physical disability,Canadian,"$60,000",Excellent,6+ years,Moderate,"$30,000",1
1538,1,Female,55,White,Physical disability,Mexican,"$35,000",Good,6+ years,High,"$15,000",0
1539,1,Non-binary,45,Hispanic,Physical disability,Canadian,"$140,000",Excellent,6+ years,Low,"$30,000",1
1540,1,Female,35,Hispanic,Mental health history,German,"$140,000",Good,6+ years,Moderate,"$30,000",1
1541,1,Female,40,Asian,Mental health history,German,"$35,000",Excellent,2-5 years,Moderate,"$30,000",1
1542,1,Non-binary,55,Asian,None stated,Indian,"$60,000",Good,6+ years,Low,"$15,000",1
1543,1,Male,35,Asian,Mental health history,German,"$140,000",Good,Less than 1 year,Low,"$15,000",1
1544,1,Non-binary,45,White,Physical disability,Indian,"$95,000",Excellent,6+ years,Low,"$5,000",1
1545,1,Non-binary,35,Black,Physical disability,Indian,"$60,000",Good,2-5 years,Low,"$5,000",1
1546,1,Male,40,Asian,None stated,Canadian,"$35,000",Excellent,6+ years,Moderate,"$30,000",1
1547,1,Female,50,White,Mental health history,German,"$35,000",Fair,6+ years,Low,"$15,000",0
1548,1,Female,55,White,Mental health history,Indian,"$140,000",Excellent,6+ years,Moderate,"$5,000",1
1549,1,Female,35,White,Mental health history,Indian,"$140,000",Excellent,Less than 1 year,Low,"$5,000",1
1550,1,Non-binary,45,White,Mental health history,American,"$35,000",Excellent,6+ years,Moderate,"$30,000",1
1551,1,Female,40,White,Mental health history,German,"$35,000",Good,Less than 1 year,Moderate,"$5,000",1
1552,1,Male,45,Black,Physical disability,Indian,"$60,000",Excellent,6+ years,Moderate,"$15,000",1
1553,1,Female,55,Black,Mental health history,German,"$60,000",Fair,2-5 years,Low,"$5,000",1
1554,1,Female,35,White,Mental health history,German,"$140,000",Fair,6+ years,High,"$15,000",0
1555,1,Male,50,Black,Mental health history,German,"$95,000",Good,Less than 1 year,Moderate,"$5,000",1
1556,1,Female,40,Black,Mental health history,German,"$140,000",Good,6+ years,High,"$30,000",1
1557,1,Female,45,White,Mental health history,Mexican,"$140,000",Fair,6+ years,High,"$15,000",0
1558,1,Non-binary,30,Black,Mental health history,Mexican,"$60,000",Excellent,6+ years,Moderate,"$30,000",1
1559,1,Female,50,Hispanic,None stated,German,"$60,000",Fair,2-5 years,High,"$30,000",0
1560,1,Male,40,Asian,Mental health history,German,"$95,000",Excellent,Less than 1 year,Low,"$30,000",1
1561,1,Female,55,White,Mental health history,German,"$95,000",Excellent,6+ years,Low,"$30,000",1
1562,1,Non-binary,55,Hispanic,Mental health history,Canadian,"$35,000",Excellent,Less than 1 year,Low,"$30,000",1
1563,1,Male,50,Asian,None stated,German,"$35,000",Good,6+ years,Moderate,"$5,000",1
1564,1,Non-binary,55,Black,None stated,German,"$60,000",Excellent,2-5 years,Moderate,"$30,000",1
1565,1,Non-binary,30,Hispanic,Mental health history,Mexican,"$95,000",Fair,6+ years,Moderate,"$30,000",0
1566,1,Male,35,Black,Physical disability,Mexican,"$60,000",Good,2-5 years,High,"$15,000",1
1567,1,Male,50,Asian,Physical disability,German,"$60,000",Good,6+ years,Low,"$5,000",1
1568,1,Non-binary,50,Hispanic,Mental health history,Canadian,"$35,000",Excellent,6+ years,High,"$30,000",0
1569,1,Male,40,Hispanic,Physical disability,German,"$60,000",Good,2-5 years,Low,"$5,000",1
1570,1,Non-binary,50,Black,None stated,Indian,"$95,000",Good,Less than 1 year,High,"$15,000",0
1571,1,Female,55,Hispanic,Mental health history,Mexican,"$60,000",Excellent,2-5 years,Low,"$5,000",1
1572,1,Male,55,Black,None stated,Mexican,"$60,000",Good,6+ years,Low,"$5,000",1
1573,1,Non-binary,40,Black,Mental health history,German,"$140,000",Fair,2-5 years,Moderate,"$15,000",1
1574,1,Female,35,Hispanic,Mental health history,American,"$95,000",Fair,Less than 1 year,High,"$5,000",0
1575,1,Non-binary,30,Black,Physical disability,American,"$60,000",Excellent,Less than 1 year,High,"$5,000",1
1576,1,Non-binary,50,Asian,None stated,American,"$60,000",Good,6+ years,High,"$5,000",0
1577,1,Female,30,Hispanic,Physical disability,Indian,"$35,000",Good,6+ years,Moderate,"$30,000",1
1578,1,Female,30,Black,Physical disability,Mexican,"$140,000",Fair,Less than 1 year,Moderate,"$5,000",0
1579,1,Female,40,White,Physical disability,Mexican,"$140,000",Fair,6+ years,Low,"$30,000",0
1580,1,Male,50,Hispanic,None stated,American,"$35,000",Fair,Less than 1 year,Low,"$30,000",0
1581,1,Non-binary,35,Hispanic,None stated,Canadian,"$35,000",Excellent,2-5 years,High,"$5,000",1
1582,1,Male,55,Hispanic,Mental health history,Indian,"$35,000",Fair,2-5 years,Low,"$15,000",0
1583,1,Non-binary,30,Black,None stated,Canadian,"$35,000",Excellent,6+ years,Moderate,"$15,000",1
1584,1,Male,30,Hispanic,None stated,Mexican,"$35,000",Good,Less than 1 year,Low,"$15,000",1
1585,1,Non-binary,30,Hispanic,None stated,Canadian,"$140,000",Excellent,2-5 years,Moderate,"$15,000",1
1586,1,Female,55,Asian,Mental health history,German,"$35,000",Excellent,Less than 1 year,Low,"$30,000",1
1587,1,Non-binary,30,Black,Physical disability,Indian,"$95,000",Good,2-5 years,Moderate,"$15,000",1
1588,1,Male,50,Asian,Mental health history,Canadian,"$60,000",Good,Less than 1 year,Low,"$30,000",1
1589,1,Male,45,Hispanic,None stated,German,"$60,000",Fair,6+ years,Moderate,"$5,000",1
1590,1,Female,45,White,Physical disability,Mexican,"$140,000",Good,6+ years,High,"$5,000",1
1591,1,Female,50,Black,Physical disability,Indian,"$35,000",Fair,6+ years,Moderate,"$30,000",0
1592,1,Non-binary,45,Asian,Mental health history,American,"$60,000",Excellent,Less than 1 year,High,"$15,000",0
1593,1,Male,50,White,Physical disability,American,"$60,000",Good,Less than 1 year,Low,"$30,000",1
1594,1,Male,40,White,Mental health history,American,"$60,000",Fair,2-5 years,Moderate,"$15,000",0
1595,1,Non-binary,30,Black,None stated,American,"$35,000",Fair,Less than 1 year,High,"$30,000",0
1596,1,Non-binary,40,Asian,Physical disability,German,"$140,000",Good,Less than 1 year,Low,"$30,000",1
1597,1,Non-binary,45,White,Mental health history,Canadian,"$140,000",Fair,Less than 1 year,High,"$15,000",0
1598,1,Male,30,White,Mental health history,German,"$60,000",Excellent,2-5 years,Moderate,"$5,000",1
1599,1,Male,50,Black,None stated,German,"$60,000",Fair,2-5 years,High,"$15,000",0
1600,1,Male,55,Black,Physical disability,Canadian,"$140,000",Fair,2-5 years,Low,"$30,000",1
1601,1,Male,35,Asian,Mental health history,German,"$60,000",Excellent,Less than 1 year,High,"$5,000",1
1602,1,Male,30,White,Mental health history,Mexican,"$60,000",Fair,Less than 1 year,High,"$5,000",0
