"observation_id","scenario","profile","gender","age","race","education","field_of_study","cover_letter","grades","experience","religion","chosen"
5654,"pick","A","Male",20,"White","Bachelor Degree","Unrelated","Unpersonalized","Below average","no","Hindu",0
5655,"pick","A","Female",40,"Black","Master Degree","Unrelated","Unpersonalized","Below average","yes","Muslim",0
5656,"pick","A","Male",60,"White","Associate Degree","Closely related","Personalized","Average","yes","Jewish",1
5657,"pick","A","Female",40,"Hispanic","Associate Degree","Somewhat related","Unpersonalized","Below average","no","Jewish",0
5658,"pick","A","Female",20,"Asian","Master Degree","Closely related","Personalized","Above average","yes","Muslim",1
5659,"pick","A","Male",60,"Asian","Associate Degree","Unrelated","Personalized","Average","yes","Jewish",1
5660,"pick","A","Male",60,"Hispanic","Associate Degree","Unrelated","Personalized","Below average","yes","Christian",0
5661,"pick","A","Male",20,"Asian","Bachelor Degree","Somewhat related","Personalized","Above average","no","Hindu",0
5662,"pick","A","Female",60,"Hispanic","Associate Degree","Closely related","Unpersonalized","Below average","no","Muslim",0
5663,"pick","A","Female",50,"Asian","Bachelor Degree","Somewhat related","Personalized","Below average","yes","Jewish",1
5664,"pick","A","Female",40,"Black","Bachelor Degree","Closely related","Unpersonalized","Above average","yes","Hindu",1
5665,"pick","A","Male",20,"White","Master Degree","Unrelated","Unpersonalized","Below average","yes","Jewish",0
5666,"pick","A","Female",60,"Hispanic","Bachelor Degree","Somewhat related","Personalized","Above average","yes","Muslim",1
5667,"pick","A","Male",60,"Hispanic","Bachelor Degree","Somewhat related","Personalized","Above average","no","Jewish",1
5668,"pick","A","Female",50,"Asian","Bachelor Degree","Closely related","Unpersonalized","Average","yes","Muslim",1
5669,"pick","A","Female",20,"Asian","Master Degree","Closely related","Unpersonalized","Above average","yes","Jewish",1
5670,"pick","A","Male",30,"Black","Associate Degree","Unrelated","Unpersonalized","Below average","no","Christian",0
5671,"pick","A","Female",20,"Hispanic","Bachelor Degree","Unrelated","Unpersonalized","Average","no","Jewish",1
5672,"pick","A","Male",30,"Hispanic","Associate Degree","Closely related","Personalized","Below average","yes","Christian",1
5673,"pick","A","Male",50,"White","Associate Degree","Somewhat related","Personalized","Above average","yes","Christian",1
5674,"pick","A","Female",40,"White","Master Degree","Closely related","Personalized","Average","yes","Christian",1
5675,"pick","A","Male",60,"White","Bachelor Degree","Somewhat related","Unpersonalized","Below average","yes","Christian",0
5676,"pick","A","Female",40,"White","Associate Degree","Unrelated","Unpersonalized","Average","yes","Hindu",0
5677,"pick","A","Male",50,"White","Bachelor Degree","Somewhat related","Unpersonalized","Below average","no","Muslim",0
5678,"pick","A","Male",60,"Black","Associate Degree","Somewhat related","Unpersonalized","Average","yes","Christian",0
5679,"pick","A","Female",20,"Hispanic","Bachelor Degree","Closely related","Personalized","Below average","no","Christian",0
5680,"pick","A","Female",30,"Black","Master Degree","Closely related","Personalized","Average","no","Jewish",0
5681,"pick","A","Female",50,"Asian","Bachelor Degree","Closely related","Unpersonalized","Average","no","Christian",0
5682,"pick","A","Male",40,"Hispanic","Master Degree","Closely related","Personalized","Below average","no","Jewish",1
5683,"pick","A","Male",20,"Black","Associate Degree","Unrelated","Unpersonalized","Below average","no","Christian",0
5684,"pick","A","Male",40,"Hispanic","Associate Degree","Closely related","Personalized","Average","yes","Hindu",1
5685,"pick","A","Male",60,"White","Associate Degree","Somewhat related","Unpersonalized","Below average","no","Muslim",0
5686,"pick","A","Male",50,"Black","Bachelor Degree","Closely related","Personalized","Below average","no","Hindu",0
5687,"pick","A","Female",60,"White","Associate Degree","Unrelated","Unpersonalized","Above average","yes","Hindu",0
5688,"pick","A","Female",40,"Black","Master Degree","Unrelated","Unpersonalized","Above average","no","Jewish",1
5689,"pick","A","Male",50,"White","Master Degree","Somewhat related","Personalized","Above average","yes","Hindu",1
5690,"pick","A","Male",60,"White","Associate Degree","Unrelated","Personalized","Below average","no","Jewish",0
5691,"pick","A","Female",60,"Asian","Master Degree","Somewhat related","Personalized","Average","no","Christian",1
5692,"pick","A","Female",50,"Black","Master Degree","Unrelated","Unpersonalized","Average","no","Christian",0
5693,"pick","A","Male",50,"White","Associate Degree","Unrelated","Unpersonalized","Above average","yes","Christian",1
5694,"pick","A","Female",50,"Hispanic","Associate Degree","Unrelated","Personalized","Above average","yes","Christian",1
5695,"pick","A","Female",30,"Hispanic","Master Degree","Somewhat related","Personalized","Below average","no","Christian",0
5696,"pick","A","Male",40,"Asian","Master Degree","Somewhat related","Personalized","Average","no","Christian",0
5697,"pick","A","Female",30,"Asian","Bachelor Degree","Closely related","Personalized","Average","no","Hindu",0
5698,"pick","A","Male",50,"White","Bachelor Degree","Somewhat related","Personalized","Above average","yes","Jewish",1
5699,"pick","A","Female",50,"Hispanic","Associate Degree","Unrelated","Personalized","Above average","yes","Christian",1
5700,"pick","A","Male",30,"Hispanic","Bachelor Degree","Somewhat related","Unpersonalized","Below average","yes","Christian",1
5701,"pick","A","Female",20,"White","Associate Degree","Unrelated","Personalized","Average","yes","Hindu",1
5702,"pick","A","Male",40,"Asian","Associate Degree","Unrelated","Unpersonalized","Above average","yes","Muslim",0
5703,"pick","A","Male",30,"Asian","Associate Degree","Somewhat related","Unpersonalized","Above average","yes","Jewish",1
5704,"pick","A","Female",50,"Hispanic","Master Degree","Somewhat related","Unpersonalized","Below average","yes","Christian",0
5705,"pick","A","Female",20,"Asian","Bachelor Degree","Somewhat related","Unpersonalized","Below average","yes","Christian",1
5706,"pick","A","Female",60,"White","Master Degree","Unrelated","Personalized","Above average","no","Jewish",0
5707,"pick","A","Female",30,"Asian","Associate Degree","Somewhat related","Personalized","Below average","no","Muslim",0
5708,"pick","A","Female",60,"Asian","Associate Degree","Unrelated","Unpersonalized","Below average","no","Jewish",0
5709,"pick","A","Female",30,"White","Associate Degree","Closely related","Personalized","Above average","no","Muslim",0
5710,"pick","A","Male",50,"Asian","Master Degree","Somewhat related","Unpersonalized","Below average","yes","Jewish",1
5711,"pick","A","Female",40,"Asian","Associate Degree","Somewhat related","Unpersonalized","Below average","yes","Muslim",0
5712,"pick","A","Male",60,"Hispanic","Associate Degree","Closely related","Personalized","Average","yes","Jewish",1
5713,"pick","A","Male",50,"Black","Bachelor Degree","Somewhat related","Personalized","Above average","yes","Christian",1
5714,"pick","A","Female",50,"Asian","Master Degree","Unrelated","Unpersonalized","Above average","no","Muslim",0
5715,"pick","A","Male",30,"Asian","Associate Degree","Somewhat related","Personalized","Average","yes","Hindu",1
5716,"pick","A","Female",60,"Black","Bachelor Degree","Closely related","Unpersonalized","Above average","no","Hindu",0
5717,"pick","A","Male",30,"Black","Bachelor Degree","Somewhat related","Personalized","Below average","yes","Jewish",0
5718,"pick","A","Male",40,"Hispanic","Bachelor Degree","Unrelated","Personalized","Below average","no","Jewish",0
5719,"pick","A","Male",40,"Hispanic","Associate Degree","Unrelated","Unpersonalized","Above average","yes","Christian",0
5720,"pick","A","Male",40,"White","Master Degree","Somewhat related","Personalized","Above average","no","Christian",0
5721,"pick","A","Female",50,"White","Bachelor Degree","Closely related","Unpersonalized","Above average","yes","Christian",1
5722,"pick","A","Male",30,"Hispanic","Master Degree","Somewhat related","Unpersonalized","Below average","yes","Muslim",0
5723,"pick","A","Male",60,"Black","Associate Degree","Closely related","Unpersonalized","Average","no","Christian",0
5724,"pick","A","Female",40,"Asian","Master Degree","Somewhat related","Unpersonalized","Average","yes","Christian",1
5725,"pick","A","Male",60,"Hispanic","Associate Degree","Somewhat related","Personalized","Below average","yes","Christian",0
5726,"pick","A","Female",60,"Hispanic","Associate Degree","Somewhat related","Unpersonalized","Above average","yes","Jewish",1
5727,"pick","A","Female",50,"White","Associate Degree","Unrelated","Unpersonalized","Average","no","Jewish",0
5728,"pick","A","Female",60,"Black","Associate Degree","Somewhat related","Unpersonalized","Above average","no","Jewish",0
5729,"pick","A","Female",20,"Black","Associate Degree","Somewhat related","Personalized","Above average","no","Muslim",1
5730,"pick","A","Male",30,"Black","Master Degree","Unrelated","Personalized","Above average","no","Muslim",0
5731,"pick","A","Male",60,"White","Bachelor Degree","Somewhat related","Personalized","Average","no","Jewish",0
5732,"pick","A","Female",30,"Asian","Bachelor Degree","Unrelated","Personalized","Below average","yes","Hindu",1
5733,"pick","A","Female",60,"Hispanic","Bachelor Degree","Closely related","Unpersonalized","Average","no","Muslim",0
5734,"pick","A","Male",50,"Asian","Master Degree","Closely related","Personalized","Below average","no","Jewish",1
5735,"pick","A","Male",50,"Asian","Associate Degree","Unrelated","Personalized","Average","yes","Jewish",0
5736,"pick","A","Male",20,"White","Bachelor Degree","Somewhat related","Personalized","Above average","no","Christian",0
5737,"pick","A","Female",40,"White","Bachelor Degree","Closely related","Unpersonalized","Below average","no","Muslim",0
5738,"pick","A","Female",60,"Black","Master Degree","Unrelated","Personalized","Above average","yes","Hindu",1
5739,"pick","A","Male",30,"Asian","Associate Degree","Somewhat related","Unpersonalized","Above average","yes","Hindu",0
5740,"pick","A","Female",20,"White","Master Degree","Closely related","Unpersonalized","Above average","yes","Muslim",1
5741,"pick","A","Female",60,"Black","Associate Degree","Somewhat related","Personalized","Average","no","Hindu",1
5742,"pick","A","Female",20,"Asian","Associate Degree","Unrelated","Unpersonalized","Average","yes","Hindu",0
5743,"pick","A","Female",40,"Hispanic","Bachelor Degree","Closely related","Unpersonalized","Below average","no","Jewish",1
5744,"pick","A","Female",50,"Hispanic","Master Degree","Unrelated","Unpersonalized","Above average","yes","Hindu",1
5745,"pick","A","Male",50,"Hispanic","Master Degree","Closely related","Unpersonalized","Below average","no","Jewish",0
5746,"pick","A","Male",60,"White","Bachelor Degree","Unrelated","Unpersonalized","Average","no","Christian",0
5747,"pick","A","Female",40,"White","Bachelor Degree","Unrelated","Personalized","Below average","yes","Muslim",0
5748,"pick","A","Female",50,"Black","Master Degree","Somewhat related","Unpersonalized","Below average","yes","Jewish",1
5749,"pick","A","Female",50,"Hispanic","Master Degree","Somewhat related","Personalized","Average","yes","Muslim",1
5750,"pick","A","Male",30,"Asian","Associate Degree","Unrelated","Unpersonalized","Above average","no","Hindu",0
5751,"pick","A","Female",40,"Black","Master Degree","Unrelated","Unpersonalized","Below average","no","Jewish",0
5752,"pick","A","Male",50,"Black","Bachelor Degree","Somewhat related","Unpersonalized","Above average","yes","Christian",1
5753,"pick","A","Male",50,"Asian","Bachelor Degree","Unrelated","Unpersonalized","Above average","yes","Jewish",1
5754,"pick","A","Female",50,"Black","Master Degree","Somewhat related","Personalized","Below average","yes","Hindu",1
5755,"pick","A","Female",40,"Hispanic","Bachelor Degree","Unrelated","Personalized","Average","yes","Christian",1
5756,"pick","A","Male",30,"White","Bachelor Degree","Somewhat related","Personalized","Above average","yes","Hindu",1
5757,"pick","A","Female",30,"Asian","Master Degree","Somewhat related","Personalized","Average","no","Muslim",1
5758,"pick","A","Male",40,"White","Master Degree","Somewhat related","Personalized","Average","no","Hindu",0
5759,"pick","A","Female",40,"Hispanic","Master Degree","Closely related","Unpersonalized","Below average","no","Christian",0
5760,"pick","A","Male",50,"White","Bachelor Degree","Somewhat related","Unpersonalized","Average","yes","Muslim",0
5761,"pick","A","Female",20,"White","Bachelor Degree","Closely related","Personalized","Above average","no","Hindu",0
5762,"pick","A","Female",60,"Asian","Associate Degree","Unrelated","Unpersonalized","Below average","no","Christian",0
5763,"pick","A","Female",20,"Asian","Master Degree","Unrelated","Unpersonalized","Above average","no","Christian",1
5764,"pick","A","Male",20,"White","Associate Degree","Somewhat related","Personalized","Average","no","Jewish",0
5765,"pick","A","Male",30,"White","Bachelor Degree","Somewhat related","Unpersonalized","Below average","no","Hindu",0
5766,"pick","A","Female",30,"White","Bachelor Degree","Somewhat related","Unpersonalized","Above average","yes","Hindu",0
5767,"pick","A","Male",60,"White","Bachelor Degree","Unrelated","Unpersonalized","Below average","yes","Muslim",1
5768,"pick","A","Female",50,"Hispanic","Master Degree","Unrelated","Unpersonalized","Below average","yes","Jewish",0
5769,"pick","A","Female",60,"Asian","Master Degree","Somewhat related","Unpersonalized","Average","no","Jewish",0
5770,"pick","A","Female",50,"Hispanic","Bachelor Degree","Closely related","Unpersonalized","Average","yes","Hindu",1
5771,"pick","A","Male",60,"Asian","Associate Degree","Unrelated","Personalized","Below average","yes","Jewish",1
5772,"pick","A","Male",60,"Hispanic","Master Degree","Somewhat related","Personalized","Average","yes","Christian",0
5773,"pick","A","Male",30,"Black","Bachelor Degree","Unrelated","Unpersonalized","Below average","yes","Christian",1
5774,"pick","A","Female",30,"Black","Bachelor Degree","Somewhat related","Unpersonalized","Average","yes","Muslim",1
5775,"pick","A","Male",20,"Hispanic","Bachelor Degree","Somewhat related","Unpersonalized","Below average","yes","Christian",0
5776,"pick","A","Male",30,"Asian","Associate Degree","Somewhat related","Unpersonalized","Below average","yes","Jewish",0
5777,"pick","A","Female",40,"Asian","Associate Degree","Somewhat related","Unpersonalized","Above average","yes","Muslim",0
5778,"pick","A","Female",30,"Asian","Associate Degree","Closely related","Personalized","Below average","yes","Jewish",0
5779,"pick","A","Male",30,"Black","Associate Degree","Somewhat related","Personalized","Average","no","Christian",0
5780,"pick","A","Female",30,"White","Master Degree","Somewhat related","Unpersonalized","Below average","yes","Hindu",0
5781,"pick","A","Female",20,"Hispanic","Master Degree","Somewhat related","Personalized","Average","yes","Jewish",1
5782,"pick","A","Male",30,"White","Bachelor Degree","Unrelated","Personalized","Below average","no","Muslim",0
5783,"pick","A","Female",30,"Asian","Master Degree","Unrelated","Personalized","Above average","no","Jewish",1
5784,"pick","A","Female",50,"Hispanic","Bachelor Degree","Closely related","Personalized","Below average","no","Christian",1
5785,"pick","A","Female",60,"Black","Master Degree","Closely related","Unpersonalized","Average","no","Hindu",1
5786,"pick","A","Female",20,"Asian","Bachelor Degree","Unrelated","Personalized","Below average","yes","Christian",0
5787,"pick","A","Male",30,"Black","Bachelor Degree","Somewhat related","Unpersonalized","Above average","yes","Muslim",1
5788,"pick","A","Female",60,"Hispanic","Master Degree","Somewhat related","Personalized","Above average","no","Jewish",1
5789,"pick","A","Female",20,"Hispanic","Master Degree","Somewhat related","Personalized","Below average","no","Christian",0
5790,"pick","A","Female",40,"Black","Master Degree","Somewhat related","Unpersonalized","Average","no","Muslim",0
5791,"pick","A","Female",20,"White","Associate Degree","Closely related","Personalized","Above average","no","Jewish",1
5792,"pick","A","Female",30,"White","Bachelor Degree","Unrelated","Personalized","Above average","yes","Hindu",1
5793,"pick","A","Male",20,"White","Master Degree","Unrelated","Personalized","Average","no","Muslim",0
5794,"pick","A","Male",50,"Hispanic","Master Degree","Unrelated","Personalized","Average","no","Christian",0
5795,"pick","A","Male",50,"Black","Bachelor Degree","Somewhat related","Personalized","Below average","yes","Christian",1
5796,"pick","A","Female",60,"Asian","Master Degree","Unrelated","Unpersonalized","Above average","no","Christian",0
5797,"pick","A","Male",60,"Asian","Associate Degree","Unrelated","Personalized","Above average","no","Hindu",0
5798,"pick","A","Male",20,"Black","Master Degree","Somewhat related","Unpersonalized","Below average","no","Muslim",0
5799,"pick","A","Female",30,"Asian","Master Degree","Somewhat related","Personalized","Above average","yes","Hindu",1
5800,"pick","A","Female",30,"Asian","Bachelor Degree","Somewhat related","Personalized","Below average","yes","Jewish",1
5801,"pick","A","Female",50,"Black","Bachelor Degree","Somewhat related","Unpersonalized","Below average","yes","Christian",1
5802,"pick","A","Male",30,"Asian","Associate Degree","Closely related","Personalized","Average","yes","Jewish",1
5803,"pick","A","Male",20,"Black","Master Degree","Unrelated","Personalized","Above average","no","Muslim",0
5804,"pick","A","Female",50,"White","Master Degree","Somewhat related","Unpersonalized","Average","no","Christian",0
5805,"pick","A","Male",60,"White","Bachelor Degree","Unrelated","Personalized","Below average","no","Muslim",0
5806,"pick","A","Male",30,"White","Master Degree","Somewhat related","Personalized","Above average","yes","Muslim",1
5807,"pick","A","Female",40,"Hispanic","Bachelor Degree","Somewhat related","Unpersonalized","Below average","no","Christian",0
5808,"pick","A","Female",20,"Hispanic","Master Degree","Somewhat related","Personalized","Average","yes","Christian",1
5809,"pick","A","Male",50,"Asian","Associate Degree","Somewhat related","Personalized","Below average","yes","Christian",1
5810,"pick","A","Female",40,"Asian","Master Degree","Unrelated","Personalized","Average","no","Christian",0
5811,"pick","A","Male",20,"Black","Master Degree","Closely related","Unpersonalized","Above average","no","Hindu",0
5812,"pick","A","Female",30,"Asian","Master Degree","Closely related","Personalized","Average","yes","Christian",1
5813,"pick","A","Male",60,"White","Associate Degree","Closely related","Unpersonalized","Above average","yes","Muslim",1
5814,"pick","A","Female",20,"White","Master Degree","Somewhat related","Unpersonalized","Below average","no","Hindu",0
5815,"pick","A","Female",50,"White","Bachelor Degree","Closely related","Unpersonalized","Above average","no","Christian",1
5816,"pick","A","Female",30,"Asian","Associate Degree","Somewhat related","Unpersonalized","Above average","yes","Christian",1
5817,"pick","A","Female",30,"White","Associate Degree","Unrelated","Personalized","Below average","yes","Jewish",1
5818,"pick","A","Male",40,"Asian","Bachelor Degree","Closely related","Personalized","Above average","yes","Christian",1
5819,"pick","A","Male",30,"White","Master Degree","Unrelated","Personalized","Above average","no","Christian",0
5820,"pick","A","Male",20,"Asian","Bachelor Degree","Unrelated","Personalized","Average","no","Christian",0
5821,"pick","A","Female",60,"Hispanic","Associate Degree","Somewhat related","Personalized","Below average","no","Hindu",0
5822,"pick","A","Male",40,"White","Bachelor Degree","Somewhat related","Unpersonalized","Above average","no","Christian",1
5823,"pick","A","Male",60,"White","Associate Degree","Somewhat related","Personalized","Below average","yes","Jewish",0
5824,"pick","A","Male",60,"Hispanic","Master Degree","Somewhat related","Unpersonalized","Average","yes","Christian",0
5825,"pick","A","Male",40,"White","Associate Degree","Unrelated","Personalized","Above average","no","Muslim",0
5826,"pick","A","Female",30,"Asian","Master Degree","Somewhat related","Personalized","Average","yes","Christian",1
5827,"pick","A","Male",40,"Hispanic","Associate Degree","Somewhat related","Unpersonalized","Below average","no","Hindu",0
5828,"pick","A","Female",20,"White","Associate Degree","Unrelated","Unpersonalized","Above average","no","Muslim",0
5829,"pick","A","Female",60,"White","Bachelor Degree","Unrelated","Personalized","Below average","yes","Muslim",1
5830,"pick","A","Male",60,"Asian","Associate Degree","Closely related","Unpersonalized","Below average","yes","Hindu",1
5831,"pick","A","Female",20,"Asian","Associate Degree","Unrelated","Unpersonalized","Average","yes","Muslim",0
5832,"pick","A","Male",30,"Asian","Associate Degree","Somewhat related","Personalized","Above average","no","Jewish",0
5833,"pick","A","Female",40,"White","Master Degree","Closely related","Unpersonalized","Above average","no","Hindu",1
5834,"pick","A","Female",20,"Black","Bachelor Degree","Closely related","Unpersonalized","Below average","yes","Jewish",1
5835,"pick","A","Female",60,"Black","Bachelor Degree","Closely related","Personalized","Below average","no","Jewish",0
5836,"pick","A","Female",20,"Hispanic","Bachelor Degree","Unrelated","Unpersonalized","Below average","no","Muslim",0
5837,"pick","A","Female",50,"Black","Bachelor Degree","Unrelated","Unpersonalized","Average","yes","Muslim",1
5838,"pick","A","Female",50,"Hispanic","Bachelor Degree","Closely related","Personalized","Average","no","Hindu",1
5839,"pick","A","Female",50,"Asian","Master Degree","Closely related","Personalized","Below average","yes","Hindu",1
5840,"pick","A","Male",60,"Black","Associate Degree","Closely related","Unpersonalized","Average","yes","Muslim",1
5841,"pick","A","Male",20,"Black","Associate Degree","Unrelated","Unpersonalized","Below average","no","Muslim",0
5842,"pick","A","Female",20,"Black","Associate Degree","Closely related","Personalized","Below average","no","Jewish",0
5843,"pick","A","Male",40,"Black","Bachelor Degree","Somewhat related","Personalized","Below average","no","Jewish",0
5844,"pick","A","Female",60,"Black","Master Degree","Unrelated","Personalized","Average","yes","Muslim",1
5845,"pick","A","Male",30,"White","Bachelor Degree","Closely related","Personalized","Below average","no","Hindu",0
5846,"pick","A","Male",60,"Hispanic","Associate Degree","Somewhat related","Personalized","Above average","no","Hindu",0
5847,"pick","A","Male",60,"Asian","Bachelor Degree","Somewhat related","Unpersonalized","Above average","no","Christian",1
5848,"pick","A","Female",50,"Hispanic","Master Degree","Unrelated","Personalized","Average","yes","Jewish",1
5849,"pick","A","Female",30,"Asian","Bachelor Degree","Somewhat related","Personalized","Above average","yes","Jewish",1
5850,"pick","A","Male",50,"Black","Master Degree","Somewhat related","Unpersonalized","Above average","yes","Hindu",1
5851,"pick","A","Male",50,"Asian","Master Degree","Unrelated","Unpersonalized","Above average","yes","Muslim",1
5852,"pick","A","Male",40,"Asian","Master Degree","Somewhat related","Unpersonalized","Below average","no","Christian",0
5853,"pick","A","Female",30,"White","Associate Degree","Unrelated","Unpersonalized","Average","yes","Christian",1
5854,"pick","A","Female",60,"Black","Master Degree","Somewhat related","Personalized","Average","yes","Christian",1
5855,"pick","A","Male",30,"Black","Associate Degree","Somewhat related","Unpersonalized","Average","no","Muslim",0
5856,"pick","A","Female",30,"Asian","Master Degree","Closely related","Personalized","Average","no","Muslim",0
5857,"pick","A","Female",50,"Hispanic","Bachelor Degree","Somewhat related","Unpersonalized","Above average","yes","Jewish",0
5858,"pick","A","Female",60,"Hispanic","Associate Degree","Somewhat related","Personalized","Average","no","Jewish",0
5859,"pick","A","Male",50,"Asian","Associate Degree","Unrelated","Personalized","Above average","no","Jewish",0
5860,"pick","A","Female",30,"Hispanic","Bachelor Degree","Closely related","Personalized","Average","no","Jewish",0
5861,"pick","A","Male",60,"Black","Associate Degree","Closely related","Personalized","Below average","yes","Christian",0
5862,"pick","A","Male",50,"White","Associate Degree","Unrelated","Personalized","Average","yes","Hindu",0
5863,"pick","A","Male",40,"Asian","Master Degree","Somewhat related","Unpersonalized","Average","yes","Hindu",1
5864,"pick","A","Male",60,"Asian","Associate Degree","Closely related","Unpersonalized","Average","yes","Christian",0
5865,"pick","A","Female",60,"White","Bachelor Degree","Unrelated","Personalized","Average","yes","Christian",1
5866,"pick","A","Female",50,"White","Bachelor Degree","Unrelated","Personalized","Above average","no","Christian",1
5867,"pick","A","Male",40,"White","Master Degree","Somewhat related","Personalized","Average","no","Christian",1
5868,"pick","A","Female",30,"Asian","Master Degree","Unrelated","Personalized","Below average","no","Jewish",1
5869,"pick","A","Male",30,"Hispanic","Master Degree","Somewhat related","Personalized","Above average","no","Jewish",0
5870,"pick","A","Male",20,"White","Associate Degree","Unrelated","Unpersonalized","Above average","no","Muslim",0
5871,"pick","A","Female",50,"White","Bachelor Degree","Closely related","Personalized","Average","no","Jewish",1
5872,"pick","A","Male",20,"Black","Associate Degree","Closely related","Personalized","Average","yes","Hindu",1
5873,"pick","A","Female",50,"Asian","Bachelor Degree","Unrelated","Personalized","Average","no","Muslim",0
5874,"pick","A","Male",30,"Black","Master Degree","Somewhat related","Personalized","Average","yes","Christian",1
5875,"pick","A","Female",20,"Hispanic","Bachelor Degree","Unrelated","Unpersonalized","Average","yes","Jewish",1
5876,"pick","A","Female",20,"White","Master Degree","Unrelated","Unpersonalized","Below average","no","Muslim",0
5877,"pick","A","Male",50,"Hispanic","Associate Degree","Unrelated","Personalized","Above average","no","Jewish",0
5878,"pick","A","Male",20,"Hispanic","Bachelor Degree","Unrelated","Personalized","Average","no","Christian",0
5879,"pick","A","Female",40,"Black","Associate Degree","Somewhat related","Personalized","Average","yes","Hindu",1
5880,"pick","A","Male",60,"Hispanic","Master Degree","Unrelated","Unpersonalized","Above average","yes","Christian",0
5881,"pick","A","Female",40,"White","Bachelor Degree","Unrelated","Personalized","Below average","no","Muslim",0
5882,"pick","A","Male",60,"Asian","Bachelor Degree","Unrelated","Personalized","Above average","yes","Hindu",1
5883,"pick","A","Female",50,"White","Associate Degree","Somewhat related","Unpersonalized","Above average","yes","Hindu",1
5884,"pick","A","Female",40,"White","Master Degree","Unrelated","Personalized","Below average","no","Jewish",0
5885,"pick","A","Female",20,"White","Bachelor Degree","Somewhat related","Personalized","Average","no","Jewish",0
5886,"pick","A","Female",60,"Hispanic","Master Degree","Closely related","Unpersonalized","Average","yes","Jewish",0
5887,"pick","A","Female",30,"Black","Master Degree","Unrelated","Personalized","Average","yes","Muslim",1
5888,"pick","A","Male",50,"Black","Associate Degree","Closely related","Personalized","Below average","no","Muslim",1
5889,"pick","A","Female",40,"Hispanic","Bachelor Degree","Somewhat related","Unpersonalized","Below average","yes","Christian",1
5890,"pick","A","Female",50,"Asian","Associate Degree","Closely related","Unpersonalized","Above average","yes","Jewish",1
5891,"pick","A","Female",60,"White","Master Degree","Unrelated","Personalized","Below average","yes","Jewish",1
5892,"pick","A","Male",50,"White","Bachelor Degree","Closely related","Unpersonalized","Above average","yes","Muslim",1
5893,"pick","A","Male",50,"Hispanic","Bachelor Degree","Somewhat related","Unpersonalized","Below average","no","Jewish",0
5894,"pick","A","Female",20,"Black","Master Degree","Unrelated","Unpersonalized","Below average","yes","Jewish",0
5895,"pick","A","Male",30,"White","Associate Degree","Unrelated","Unpersonalized","Below average","yes","Christian",1
5896,"pick","A","Female",60,"Hispanic","Associate Degree","Somewhat related","Personalized","Average","no","Christian",0
5897,"pick","A","Female",20,"Asian","Associate Degree","Unrelated","Personalized","Average","no","Christian",0
5898,"pick","A","Male",40,"Asian","Master Degree","Unrelated","Unpersonalized","Above average","no","Muslim",0
5899,"pick","A","Female",50,"Asian","Master Degree","Somewhat related","Unpersonalized","Below average","yes","Muslim",0
5900,"pick","A","Male",30,"Hispanic","Master Degree","Closely related","Personalized","Below average","yes","Hindu",1
5901,"pick","A","Male",40,"Black","Master Degree","Unrelated","Personalized","Below average","yes","Christian",0
5902,"pick","A","Male",50,"Asian","Master Degree","Unrelated","Unpersonalized","Average","no","Hindu",0
5903,"pick","A","Male",20,"Hispanic","Associate Degree","Closely related","Personalized","Above average","no","Jewish",0
5904,"pick","A","Female",40,"Black","Associate Degree","Closely related","Personalized","Below average","yes","Christian",0
5905,"pick","A","Male",60,"Black","Bachelor Degree","Unrelated","Personalized","Above average","yes","Muslim",0
5906,"pick","A","Male",20,"Hispanic","Bachelor Degree","Unrelated","Unpersonalized","Average","no","Jewish",0
5907,"pick","A","Female",30,"White","Associate Degree","Closely related","Unpersonalized","Average","no","Hindu",0
5908,"pick","A","Female",60,"Asian","Associate Degree","Somewhat related","Unpersonalized","Average","yes","Hindu",0
5909,"pick","A","Male",30,"Hispanic","Bachelor Degree","Unrelated","Unpersonalized","Below average","no","Jewish",0
5910,"pick","A","Female",30,"Black","Bachelor Degree","Closely related","Personalized","Below average","no","Hindu",1
5911,"pick","A","Male",40,"Hispanic","Bachelor Degree","Closely related","Personalized","Average","no","Muslim",0
5912,"pick","A","Male",20,"Hispanic","Associate Degree","Unrelated","Personalized","Above average","yes","Jewish",0
5913,"pick","A","Male",60,"Black","Bachelor Degree","Unrelated","Unpersonalized","Average","yes","Muslim",1
5914,"pick","A","Female",20,"Black","Master Degree","Somewhat related","Personalized","Average","yes","Hindu",1
5915,"pick","A","Male",40,"White","Associate Degree","Unrelated","Personalized","Below average","yes","Jewish",1
5916,"pick","A","Female",60,"Hispanic","Master Degree","Somewhat related","Personalized","Average","yes","Jewish",1
5917,"pick","A","Male",50,"Hispanic","Master Degree","Unrelated","Unpersonalized","Below average","no","Jewish",0
5918,"pick","A","Female",40,"White","Associate Degree","Unrelated","Personalized","Above average","no","Jewish",0
5919,"pick","A","Male",30,"White","Associate Degree","Somewhat related","Unpersonalized","Average","no","Muslim",0
5920,"pick","A","Female",40,"Asian","Master Degree","Closely related","Personalized","Below average","no","Christian",0
5921,"pick","A","Male",60,"White","Associate Degree","Closely related","Unpersonalized","Below average","no","Christian",0
5922,"pick","A","Female",20,"White","Associate Degree","Closely related","Personalized","Average","no","Muslim",0
5923,"pick","A","Male",50,"Hispanic","Bachelor Degree","Closely related","Unpersonalized","Average","no","Hindu",0
5924,"pick","A","Female",60,"Black","Associate Degree","Somewhat related","Unpersonalized","Below average","no","Hindu",0
